"ANO","MES","DIA","HORA","6","7","8","9","10","12","14"
2012,6,12,22,0.3,9,32,NA,NA,46,44.71
2012,6,12,23,0.4,9,42,NA,NA,56,33.17
2012,6,12,24,0.3,5,38,NA,NA,46,34.07
2012,6,13,1,0.3,1,17,NA,NA,19,49.93
2012,6,13,2,0.2,1,13,NA,NA,15,51.66
2012,6,13,3,0.2,1,9,NA,NA,11,53.26
2012,6,13,4,0.3,4,31,NA,NA,38,30.91
2012,6,13,5,0.3,6,35,NA,NA,44,25.63
2012,6,13,6,0.3,5,31,NA,NA,38,30.58
2012,6,13,7,0.3,18,48,NA,NA,76,15.23
2012,6,13,8,0.5,40,57,NA,NA,119,7.68
2012,6,13,9,0.6,63,64,NA,NA,160,10.79
2012,6,13,10,0.6,71,70,NA,NA,179,15.56
2012,6,13,11,0.4,39,52,NA,NA,112,27.73
2012,6,13,12,0.3,26,42,NA,NA,82,41.84
2012,6,13,13,0.3,18,34,NA,NA,62,51.98
2012,6,13,14,0.3,14,31,NA,NA,53,47.46
2012,6,13,15,0.3,11,25,NA,NA,42,68.24
2012,6,13,16,0.3,11,29,NA,NA,46,72.68
2012,6,13,17,0.3,10,30,NA,NA,44,78.13
2012,6,13,18,0.3,8,27,NA,NA,40,85.84
2012,6,13,19,0.3,11,36,NA,NA,53,82.58
2012,6,13,20,0.3,18,46,NA,NA,73,73.81
2012,6,13,21,0.3,7,43,NA,NA,54,72.45
2012,6,13,22,0.4,10,61,NA,NA,75,58.42
2012,6,13,23,0.8,93,113,NA,NA,255,19.02
2012,6,13,24,1.2,240,150,NA,NA,518,2.75
2012,6,14,1,0.8,97,117,NA,NA,266,6.75
2012,6,14,2,0.5,20,76,NA,NA,107,16.74
2012,6,14,3,0.3,6,40,NA,NA,50,42.02
2012,6,14,4,0.2,3,27,NA,NA,32,50.79
2012,6,14,5,0.2,2,20,NA,NA,24,53.86
2012,6,14,6,0.2,3,33,NA,NA,38,40.72
2012,6,14,7,0.3,18,52,NA,NA,80,25.75
2012,6,14,8,0.4,41,67,NA,NA,130,17.64
2012,6,14,9,0.4,39,55,NA,NA,115,28.42
2012,6,14,10,0.3,29,45,NA,NA,90,35.28
2012,6,14,11,0.3,29,49,NA,NA,94,35.53
2012,6,14,12,0.3,19,38,NA,NA,68,47.29
2012,6,14,13,0.3,16,36,NA,NA,60,48.09
2012,6,14,14,0.3,22,41,NA,NA,74,69.08
2012,6,14,15,0.3,27,39,NA,NA,81,70.28
2012,6,14,16,0.3,19,35,NA,NA,64,76
2012,6,14,17,0.3,25,42,NA,NA,81,72.65
2012,6,14,18,0.3,39,57,NA,NA,117,60.25
2012,6,14,19,0.3,19,38,NA,NA,67,73.01
2012,6,14,20,0.3,7,29,NA,NA,40,76.1
2012,6,14,21,0.3,16,43,NA,NA,67,56.7
2012,6,14,22,0.3,6,29,NA,NA,38,60.16
2012,6,14,23,0.3,6,31,NA,NA,40,43.72
2012,6,14,24,0.3,5,27,NA,NA,35,34.39
2012,6,15,1,0.3,2,19,NA,NA,23,37.27
2012,6,15,2,0.2,2,17,NA,NA,20,42.67
2012,6,15,3,0.2,1,9,NA,NA,10,54.22
2012,6,15,4,0.2,4,17,NA,NA,23,45.16
2012,6,15,5,0.2,3,23,NA,NA,28,38.63
2012,6,15,6,0.2,3,23,NA,NA,28,36.04
2012,6,15,7,0.3,46,59,NA,NA,130,10.81
2012,6,15,8,0.6,76,70,NA,NA,187,7.63
2012,6,15,9,0.3,23,40,NA,NA,75,25.17
2012,6,15,10,0.3,24,38,NA,NA,74,32.28
2012,6,15,11,0.3,13,26,NA,NA,45,50.45
2012,6,15,12,0.3,14,28,NA,NA,50,49.04
2012,6,15,13,0.3,9,20,NA,NA,34,59.99
2012,6,15,14,0.3,17,27,NA,NA,53,51.66
2012,6,15,15,0.3,17,25,NA,NA,51,50.9
2012,6,15,16,0.3,12,21,NA,NA,40,52.68
2012,6,15,17,0.3,11,20,NA,NA,37,51.62
2012,6,15,18,0.3,10,20,NA,NA,36,50.55
2012,6,15,19,0.3,11,23,NA,NA,40,49.32
2012,6,15,20,0.3,10,23,NA,NA,38,47.05
2012,6,15,21,0.3,8,21,NA,NA,34,44.5
2012,6,15,22,0.3,11,35,NA,NA,51,35.61
2012,6,15,23,0.4,10,41,NA,NA,57,30.93
2012,6,15,24,0.4,15,48,NA,NA,72,25.65
2012,6,16,1,0.3,6,32,NA,NA,42,34.63
2012,6,16,2,0.3,3,26,NA,NA,31,34.38
2012,6,16,3,0.3,13,35,NA,NA,56,21.73
2012,6,16,4,0.3,5,31,NA,NA,38,20.73
2012,6,16,5,0.3,17,46,NA,NA,72,7.78
2012,6,16,6,0.3,11,36,NA,NA,53,11.3
2012,6,16,7,0.4,77,59,NA,NA,177,2.86
2012,6,16,8,0.4,81,55,NA,NA,179,4.01
2012,6,16,9,0.3,33,34,NA,NA,85,13.15
2012,6,16,10,0.3,20,25,NA,NA,55,22.41
2012,6,16,11,0.2,12,18,NA,NA,37,24.88
2012,6,16,12,0.2,13,18,NA,NA,38,33.43
2012,6,16,13,0.2,13,18,NA,NA,38,37.68
2012,6,16,14,0.2,12,17,NA,NA,36,40.26
2012,6,16,15,0.3,13,18,NA,NA,37,41.59
2012,6,16,16,0.2,10,14,NA,NA,30,44.55
2012,6,16,17,0.2,8,16,NA,NA,28,52.33
2012,6,16,18,0.2,12,23,NA,NA,42,55.34
2012,6,16,19,0.2,12,24,NA,NA,43,52.56
2012,6,16,20,0.3,19,32,NA,NA,60,44.05
2012,6,16,21,0.3,15,32,NA,NA,54,36.23
2012,6,16,22,0.4,24,44,NA,NA,81,24.67
2012,6,16,23,0.3,6,26,NA,NA,35,29.13
2012,6,16,24,0.3,8,34,NA,NA,46,19.09
2012,6,17,1,0.3,12,40,NA,NA,58,12.97
2012,6,17,2,0.4,24,47,NA,NA,84,8.73
2012,6,17,3,0.4,27,48,NA,NA,90,6.3
2012,6,17,4,0.3,19,45,NA,NA,74,6.72
2012,6,17,5,0.3,12,39,NA,NA,58,8.6
2012,6,17,6,0.3,18,40,NA,NA,68,8.18
2012,6,17,7,0.3,15,41,NA,NA,64,4.79
2012,6,17,8,0.3,20,34,NA,NA,64,8.87
2012,6,17,9,0.3,18,29,NA,NA,57,16.61
2012,6,17,10,0.3,15,21,NA,NA,43,22.94
2012,6,17,11,0.3,11,22,NA,NA,39,35.05
2012,6,17,12,0.3,11,21,NA,NA,39,42.55
2012,6,17,13,0.2,9,17,NA,NA,30,53.72
2012,6,17,14,0.2,7,13,NA,NA,23,53.33
2012,6,17,15,0.2,8,15,NA,NA,28,54.79
2012,6,17,16,0.2,6,12,NA,NA,21,60.82
2012,6,17,17,0.2,7,12,NA,NA,23,57.64
2012,6,17,18,0.2,6,13,NA,NA,23,57.1
2012,6,17,19,0.2,9,18,NA,NA,31,55.65
2012,6,17,20,0.2,8,19,NA,NA,31,52.72
2012,6,17,21,0.3,10,20,NA,NA,35,44.78
2012,6,17,22,0.3,7,24,NA,NA,35,37.95
2012,6,17,23,0.3,8,29,NA,NA,42,32.48
2012,6,17,24,0.3,3,22,NA,NA,27,33.92
2012,6,18,1,0.2,3,20,NA,NA,24,33.12
2012,6,18,2,0.2,2,14,NA,NA,17,31.07
2012,6,18,3,0.2,8,27,NA,NA,39,18.65
2012,6,18,4,0.2,16,35,NA,NA,60,8.92
2012,6,18,5,0.2,6,18,NA,NA,28,20.24
2012,6,18,6,0.2,5,16,NA,NA,24,18.46
2012,6,18,7,0.2,12,19,NA,NA,37,15.09
2012,6,18,8,0.3,40,35,NA,NA,96,7.61
2012,6,18,9,0.4,44,38,NA,NA,106,6.59
2012,6,18,10,0.5,70,56,NA,NA,163,10.27
2012,6,18,11,0.5,69,66,NA,NA,171,13.04
2012,6,18,12,0.4,44,57,NA,NA,125,20.37
2012,6,18,13,0.4,44,59,NA,NA,127,26.04
2012,6,18,14,0.3,34,55,NA,NA,106,31.03
2012,6,18,15,0.3,30,45,NA,NA,91,46.23
2012,6,18,16,0.3,23,42,NA,NA,78,46.54
2012,6,18,17,0.2,11,23,NA,NA,40,55.65
2012,6,18,18,0.3,12,28,NA,NA,46,59.79
2012,6,18,19,0.3,31,60,NA,NA,107,40.74
2012,6,18,20,0.5,59,84,NA,NA,175,23.05
2012,6,18,21,0.4,44,83,NA,NA,152,18.16
2012,6,18,22,0.5,118,95,NA,NA,276,9.07
2012,6,18,23,0.5,134,102,NA,NA,308,3.42
2012,6,18,24,0.3,30,52,NA,NA,98,26.95
2012,6,19,1,0.3,8,33,NA,NA,45,34.82
2012,6,19,2,0.2,3,12,NA,NA,17,51.72
2012,6,19,3,0.2,3,10,NA,NA,15,51.36
2012,6,19,4,0.2,3,17,NA,NA,22,44.46
2012,6,19,5,0.2,2,15,NA,NA,18,46.62
2012,6,19,6,0.2,2,22,NA,NA,25,40.75
2012,6,19,7,0.3,7,28,NA,NA,40,33.04
2012,6,19,8,0.4,23,48,NA,NA,84,16.59
2012,6,19,9,0.4,31,51,NA,NA,99,17.81
2012,6,19,10,0.4,42,61,NA,NA,124,10.44
2012,6,19,11,0.4,36,52,NA,NA,108,11.36
2012,6,19,12,0.4,35,53,NA,NA,107,13.23
2012,6,19,13,0.4,30,47,NA,NA,93,20.62
2012,6,19,14,0.2,15,28,NA,NA,51,29.14
2012,6,19,15,0.3,17,46,NA,NA,72,37.87
2012,6,19,16,0.4,21,57,NA,NA,89,31.55
2012,6,19,17,0.3,13,39,NA,NA,59,33.47
2012,6,19,18,0.3,11,30,NA,NA,47,36.83
2012,6,19,19,0.4,15,40,NA,NA,64,40.76
2012,6,19,20,0.4,43,67,NA,NA,133,27.39
2012,6,19,21,0.4,47,69,NA,NA,142,21.84
2012,6,19,22,0.5,80,86,NA,NA,209,9.93
2012,6,19,23,0.4,55,73,NA,NA,156,11.69
2012,6,19,24,0.3,12,39,NA,NA,57,18.88
2012,6,20,1,0.3,12,43,NA,NA,61,16.01
2012,6,20,2,0.3,7,36,NA,NA,46,17.79
2012,6,20,3,0.3,6,44,NA,NA,54,8.16
2012,6,20,4,0.3,5,38,NA,NA,46,9.69
2012,6,20,5,0.3,5,30,NA,NA,38,13.62
2012,6,20,6,0.3,8,35,NA,NA,48,9.71
2012,6,20,7,0.4,20,43,NA,NA,74,4.76
2012,6,20,8,0.6,61,59,NA,NA,153,3.4
2012,6,20,9,0.7,82,67,NA,NA,193,3.83
2012,6,20,10,0.6,62,64,NA,NA,159,9.64
2012,6,20,11,0.4,31,48,NA,NA,96,21.22
2012,6,20,12,0.4,29,49,NA,NA,93,27.2
2012,6,20,13,0.3,19,42,NA,NA,72,47.24
2012,6,20,14,0.3,9,28,NA,NA,42,73.35
2012,6,20,15,0.3,13,32,NA,NA,52,79.19
2012,6,20,16,0.3,19,41,NA,NA,70,73.48
2012,6,20,17,0.3,11,30,NA,NA,47,77
2012,6,20,18,0.3,11,35,NA,NA,52,75.5
2012,6,20,19,0.3,10,32,NA,NA,48,80.31
2012,6,20,20,0.4,19,52,NA,NA,82,65.13
2012,6,20,21,0.4,6,40,NA,NA,49,67.98
2012,6,20,22,0.4,8,46,NA,NA,58,60.39
2012,6,20,23,0.4,28,57,NA,NA,100,45.25
2012,6,20,24,0.4,37,70,NA,NA,126,31.64
2012,6,21,1,0.4,9,56,NA,NA,69,37.74
2012,6,21,2,0.3,6,40,NA,NA,50,45.54
2012,6,21,3,0.3,12,42,NA,NA,60,42.66
2012,6,21,4,0.2,1,9,NA,NA,11,71.97
2012,6,21,5,0.2,1,6,NA,NA,8,71.02
2012,6,21,6,0.2,2,10,NA,NA,13,52.8
2012,6,21,7,0.3,13,31,NA,NA,51,48.97
2012,6,21,8,0.3,37,49,NA,NA,105,24.24
2012,6,21,9,0.4,22,32,NA,NA,66,25.02
2012,6,21,10,0.3,16,22,NA,NA,46,26.41
2012,6,21,11,0.3,12,17,NA,NA,35,30.09
2012,6,21,12,0.2,12,17,NA,NA,35,35.15
2012,6,21,13,0.2,10,16,NA,NA,31,44.2
2012,6,21,14,0.3,13,22,NA,NA,41,46.42
2012,6,21,15,0.4,23,33,NA,NA,68,45.52
2012,6,21,16,0.3,31,35,NA,NA,83,46.47
2012,6,21,17,0.3,16,27,NA,NA,52,50.5
2012,6,21,18,0.3,34,41,NA,NA,93,43.05
2012,6,21,19,0.3,27,36,NA,NA,77,48.03
2012,6,21,20,0.3,22,40,NA,NA,73,47.67
2012,6,21,21,0.3,9,32,NA,NA,47,52.17
2012,6,21,22,0.3,18,49,NA,NA,77,42.12
2012,6,21,23,0.4,7,36,NA,NA,47,50.18
2012,6,21,24,0.3,15,53,NA,NA,75,36.54
2012,6,22,1,0.3,2,31,NA,NA,34,54.73
2012,6,22,2,0.3,1,19,NA,NA,21,68.37
2012,6,22,3,0.3,1,25,NA,NA,26,60.46
2012,6,22,4,0.3,1,31,NA,NA,32,52.46
2012,6,22,5,0.3,1,26,NA,NA,28,41.84
2012,6,22,6,0.3,4,44,NA,NA,51,27.75
2012,6,22,7,0.4,34,58,NA,NA,111,18.32
2012,6,22,8,0.7,105,101,NA,NA,262,9.84
2012,6,22,9,0.8,81,101,NA,NA,226,13.13
2012,6,22,10,0.6,62,88,NA,NA,183,20.44
2012,6,22,11,0.4,28,56,NA,NA,99,42.35
2012,6,22,12,0.3,22,51,NA,NA,84,50.89
2012,6,22,13,0.3,18,44,NA,NA,72,60.55
2012,6,22,14,0.3,13,37,NA,NA,58,71.78
2012,6,22,15,0.3,16,43,NA,NA,67,77.68
2012,6,22,16,0.3,16,40,NA,NA,64,86.54
2012,6,22,17,0.3,12,34,NA,NA,52,85.98
2012,6,22,18,0.3,15,41,NA,NA,64,79.35
2012,6,22,19,0.3,18,49,NA,NA,77,74.17
2012,6,22,20,0.3,18,51,NA,NA,79,73.42
2012,6,22,21,0.3,17,52,NA,NA,79,65.03
2012,6,22,22,0.4,10,65,NA,NA,80,51.59
2012,6,22,23,0.6,116,113,NA,NA,290,17.11
2012,6,22,24,0.6,87,108,NA,NA,241,20.02
2012,6,23,1,0.6,20,103,NA,NA,133,11.11
2012,6,23,2,0.5,25,100,NA,NA,138,6.66
2012,6,23,3,0.5,43,97,NA,NA,162,3.35
2012,6,23,4,0.5,19,79,NA,NA,109,7.13
2012,6,23,5,0.3,7,56,NA,NA,67,20.28
2012,6,23,6,0.3,9,51,NA,NA,65,21.02
2012,6,23,7,0.3,10,55,NA,NA,70,16.51
2012,6,23,8,0.4,24,62,NA,NA,98,12.32
2012,6,23,9,0.4,34,61,NA,NA,114,16.95
2012,6,23,10,0.3,17,38,NA,NA,64,36.06
2012,6,23,11,0.3,13,33,NA,NA,53,45.28
2012,6,23,12,0.3,9,29,NA,NA,43,59.95
2012,6,23,13,0.3,11,37,NA,NA,53,73.64
2012,6,23,14,0.3,8,31,NA,NA,43,93
2012,6,23,15,0.3,7,29,NA,NA,41,93.3
2012,6,23,16,0.3,7,26,NA,NA,36,97.42
2012,6,23,17,0.3,6,23,NA,NA,32,102.2
2012,6,23,18,0.3,9,31,NA,NA,45,96.04
2012,6,23,19,0.3,10,40,NA,NA,56,90.46
2012,6,23,20,0.3,12,44,NA,NA,63,85.1
2012,6,23,21,0.3,10,51,NA,NA,65,73.55
2012,6,23,22,0.6,311,146,NA,NA,623,25.14
2012,6,23,23,0.7,270,153,NA,NA,567,3.22
2012,6,23,24,0.9,190,145,NA,NA,436,3.14
2012,6,24,1,0.5,11,83,NA,NA,100,27.42
2012,6,24,2,0.6,54,103,NA,NA,186,10.63
2012,6,24,3,0.7,81,122,NA,NA,247,1.88
2012,6,24,4,0.6,45,98,NA,NA,167,5.9
2012,6,24,5,0.5,24,80,NA,NA,117,6.53
2012,6,24,6,0.4,15,63,NA,NA,86,17.32
2012,6,24,7,0.4,8,53,NA,NA,65,24.65
2012,6,24,8,0.4,9,44,NA,NA,58,27.52
2012,6,24,9,0.5,18,51,NA,NA,78,25.94
2012,6,24,10,0.3,16,45,NA,NA,69,43.13
2012,6,24,11,0.3,11,34,NA,NA,50,54.78
2012,6,24,12,0.3,13,35,NA,NA,55,67.39
2012,6,24,13,0.3,16,44,NA,NA,69,81.47
2012,6,24,14,0.3,10,36,NA,NA,52,100.2
2012,6,24,15,0.3,4,24,NA,NA,31,111.9
2012,6,24,16,0.3,4,23,NA,NA,30,116.1
2012,6,24,17,0.3,9,34,NA,NA,47,103.3
2012,6,24,18,0.3,9,33,NA,NA,48,95.71
2012,6,24,19,0.3,10,35,NA,NA,50,90.12
2012,6,24,20,0.3,9,33,NA,NA,48,89.57
2012,6,24,21,0.4,52,92,NA,NA,172,41.15
2012,6,24,22,0.5,78,104,NA,NA,222,29.48
2012,6,24,23,0.6,116,122,NA,NA,300,10.37
2012,6,24,24,0.6,225,128,NA,NA,473,3.19
2012,6,25,1,0.6,123,110,NA,NA,298,3.54
2012,6,25,2,0.3,6,46,NA,NA,56,24.12
2012,6,25,3,0.3,2,20,NA,NA,23,64.02
2012,6,25,4,0.2,2,14,NA,NA,17,69.34
2012,6,25,5,0.2,2,13,NA,NA,16,67.23
2012,6,25,6,0.3,5,24,NA,NA,32,55.35
2012,6,25,7,0.3,9,42,NA,NA,56,40.46
2012,6,25,8,0.5,44,80,NA,NA,147,17.08
2012,6,25,9,0.6,62,88,NA,NA,183,16.19
2012,6,25,10,0.5,46,76,NA,NA,146,24.8
2012,6,25,11,0.4,34,66,NA,NA,118,35.86
2012,6,25,12,0.4,24,58,NA,NA,95,51.94
2012,6,25,13,0.4,23,63,NA,NA,99,60.96
2012,6,25,14,0.4,17,60,NA,NA,86,73.3
2012,6,25,15,0.3,15,46,NA,NA,69,86.1
2012,6,25,16,0.3,10,38,NA,NA,54,89.23
2012,6,25,17,0.3,16,52,NA,NA,76,91.71
2012,6,25,18,0.3,20,72,NA,NA,103,92.08
2012,6,25,19,0.3,9,50,NA,NA,65,118.2
2012,6,25,20,0.4,23,101,NA,NA,136,91.03
2012,6,25,21,0.4,44,121,NA,NA,188,72.27
2012,6,25,22,0.9,261,238,NA,NA,638,4.45
2012,6,25,23,1.1,316,204,NA,NA,689,3.68
2012,6,25,24,0.9,355,188,NA,NA,732,2.41
2012,6,26,1,0.6,48,110,NA,NA,184,9.99
2012,6,26,2,0.3,4,30,NA,NA,36,48.46
2012,6,26,3,0.2,2,16,NA,NA,19,50.66
2012,6,26,4,0.2,5,19,NA,NA,26,42.16
2012,6,26,5,0.2,2,13,NA,NA,15,45.15
2012,6,26,6,0.2,4,20,NA,NA,26,38.04
2012,6,26,7,0.3,17,43,NA,NA,69,22.73
2012,6,26,8,0.5,54,71,NA,NA,154,8.17
2012,6,26,9,0.5,63,75,NA,NA,172,10.16
2012,6,26,10,0.4,42,71,NA,NA,136,20.05
2012,6,26,11,0.4,24,60,NA,NA,98,35.33
2012,6,26,12,0.4,26,67,NA,NA,107,40.62
2012,6,26,13,0.4,26,69,NA,NA,108,46.74
2012,6,26,14,0.4,26,73,NA,NA,112,62.53
2012,6,26,15,0.4,20,65,NA,NA,95,75.15
2012,6,26,16,0.3,11,41,NA,NA,58,87.03
2012,6,26,17,0.4,21,74,NA,NA,105,84.16
2012,6,26,18,0.4,28,90,NA,NA,134,83.27
2012,6,26,19,0.4,35,87,NA,NA,140,71.11
2012,6,26,20,0.4,74,113,NA,NA,227,34.97
2012,6,26,21,0.5,190,136,NA,NA,427,13.31
2012,6,26,22,0.8,330,164,NA,NA,671,4.57
2012,6,26,23,0.9,651,215,NA,NA,1213,1.81
2012,6,26,24,1.2,374,182,NA,NA,756,1.18
2012,6,27,1,1.1,271,157,NA,NA,573,2.06
2012,6,27,2,0.6,67,107,NA,NA,209,0.77
2012,6,27,3,0.6,75,102,NA,NA,217,1.09
2012,6,27,4,0.6,75,96,NA,NA,210,1.22
2012,6,27,5,0.4,36,79,NA,NA,135,0.98
2012,6,27,6,0.4,38,71,NA,NA,128,2
2012,6,27,7,0.4,36,62,NA,NA,117,3.05
2012,6,27,8,0.8,221,106,NA,NA,445,1.52
2012,6,27,9,0.7,161,106,NA,NA,353,3.48
2012,6,27,10,0.4,47,72,NA,NA,145,16.84
2012,6,27,11,0.4,36,73,NA,NA,128,22
2012,6,27,12,0.4,34,77,NA,NA,129,27.74
2012,6,27,13,0.3,20,52,NA,NA,83,49.93
2012,6,27,14,0.4,65,98,NA,NA,198,27.01
2012,6,27,15,0.3,25,59,NA,NA,97,50.23
2012,6,27,16,0.3,27,63,NA,NA,105,53.16
2012,6,27,17,0.3,22,55,NA,NA,89,59.87
2012,6,27,18,0.3,22,53,NA,NA,87,58.95
2012,6,27,19,0.3,34,67,NA,NA,119,45.16
2012,6,27,20,0.3,26,49,NA,NA,88,44.28
2012,6,27,21,0.4,25,58,NA,NA,96,39.42
2012,6,27,22,0.5,348,139,NA,NA,673,7.27
2012,6,27,23,0.4,186,92,NA,NA,378,10.67
2012,6,27,24,0.4,35,60,NA,NA,115,27.55
2012,6,28,1,0.4,34,58,NA,NA,110,33.61
2012,6,28,2,0.2,5,22,NA,NA,30,54.22
2012,6,28,3,0.3,10,23,NA,NA,37,54.91
2012,6,28,4,0.3,9,30,NA,NA,44,45.5
2012,6,28,5,0.2,3,17,NA,NA,22,61.54
2012,6,28,6,0.3,2,23,NA,NA,26,59.68
2012,6,28,7,0.4,33,72,NA,NA,123,32.16
2012,6,28,8,0.5,60,92,NA,NA,184,22.22
2012,6,28,9,0.6,62,84,NA,NA,179,26.8
2012,6,28,10,0.3,12,41,NA,NA,60,50.05
2012,6,28,11,0.3,12,31,NA,NA,49,51.43
2012,6,28,12,0.3,20,36,NA,NA,67,48.05
2012,6,28,13,0.3,15,28,NA,NA,51,51.58
2012,6,28,14,0.3,12,26,NA,NA,44,57.45
2012,6,28,15,0.8,31,40,NA,NA,87,54.61
2012,6,28,16,0.5,19,36,NA,NA,65,58.99
2012,6,28,17,0.3,15,33,NA,NA,56,64.29
2012,6,28,18,0.3,37,48,NA,NA,105,60.2
2012,6,28,19,0.3,18,38,NA,NA,65,63.59
2012,6,28,20,0.3,14,40,NA,NA,62,59.34
2012,6,28,21,0.3,27,63,NA,NA,105,42.18
2012,6,28,22,0.4,19,63,NA,NA,92,30.94
2012,6,28,23,0.4,24,65,NA,NA,102,28.33
2012,6,28,24,0.5,205,114,NA,NA,427,2.02
2012,6,29,1,0.5,48,81,NA,NA,154,10.13
2012,6,29,2,0.3,5,28,NA,NA,35,41.44
2012,6,29,3,0.2,3,17,NA,NA,21,42.39
2012,6,29,4,0.2,2,11,NA,NA,14,48.36
2012,6,29,5,0.2,1,10,NA,NA,12,48.4
2012,6,29,6,0.2,1,10,NA,NA,12,44.47
2012,6,29,7,0.2,12,31,NA,NA,49,24.39
2012,6,29,8,0.3,39,51,NA,NA,111,7.8
2012,6,29,9,0.4,23,34,NA,NA,69,18.22
2012,6,29,10,0.3,18,27,NA,NA,56,27.78
2012,6,29,11,0.2,14,22,NA,NA,44,39.78
2012,6,29,12,0.2,14,22,NA,NA,43,42.03
2012,6,29,13,0.2,9,17,NA,NA,30,50.09
2012,6,29,14,0.3,12,22,NA,NA,41,60.42
2012,6,29,15,0.3,11,26,NA,NA,43,74.23
2012,6,29,16,0.3,8,22,NA,NA,34,78.47
2012,6,29,17,0.3,9,24,NA,NA,38,77.28
2012,6,29,18,0.3,9,24,NA,NA,37,78.27
2012,6,29,19,0.3,10,29,NA,NA,44,75.19
2012,6,29,20,0.3,15,37,NA,NA,60,69.78
2012,6,29,21,0.3,13,38,NA,NA,57,50.89
2012,6,29,22,0.3,9,41,NA,NA,55,55.87
2012,6,29,23,0.3,7,36,NA,NA,47,53.94
2012,6,29,24,0.3,3,27,NA,NA,32,58.16
2012,6,30,1,0.3,3,26,NA,NA,31,57.28
2012,6,30,2,0.3,2,25,NA,NA,28,56.24
2012,6,30,3,0.3,2,23,NA,NA,27,55.56
2012,6,30,4,0.2,3,22,NA,NA,26,53.08
2012,6,30,5,0.2,2,17,NA,NA,20,55.67
2012,6,30,6,0.2,2,15,NA,NA,18,53.69
2012,6,30,7,0.2,2,22,NA,NA,25,47.91
2012,6,30,8,0.3,4,26,NA,NA,33,45.99
2012,6,30,9,0.3,5,23,NA,NA,32,51.45
2012,6,30,10,0.3,10,27,NA,NA,43,55.13
2012,6,30,11,0.3,6,19,NA,NA,29,67.14
2012,6,30,12,0.2,7,18,NA,NA,28,72.92
2012,6,30,13,0.2,7,17,NA,NA,29,73.71
2012,6,30,14,0.3,7,17,NA,NA,27,75.56
2012,6,30,15,0.2,7,17,NA,NA,28,76.46
2012,6,30,16,0.2,6,15,NA,NA,24,80.41
2012,6,30,17,0.2,6,15,NA,NA,24,80.42
2012,6,30,18,0.2,7,20,NA,NA,31,75.04
2012,6,30,19,0.3,7,21,NA,NA,33,76.63
2012,6,30,20,0.3,4,19,NA,NA,26,62.31
2012,6,30,21,0.3,5,20,NA,NA,28,67.7
2012,6,30,22,0.3,10,27,NA,NA,42,53.13
2012,6,30,23,0.3,6,23,NA,NA,33,44.25
2012,6,30,24,0.3,6,20,NA,NA,29,42.67
2012,7,1,1,0.2,3,18,NA,NA,23,45.26
2012,7,1,2,0.2,3,16,NA,NA,21,45.08
2012,7,1,3,0.3,7,27,NA,NA,38,35.19
2012,7,1,4,0.2,6,24,NA,NA,33,38.31
2012,7,1,5,0.2,5,23,NA,NA,30,38.58
2012,7,1,6,0.2,7,20,NA,NA,31,42.62
2012,7,1,7,0.2,4,20,NA,NA,26,43.3
2012,7,1,8,0.3,7,26,NA,NA,36,40.01
2012,7,1,9,0.3,8,25,NA,NA,38,43.02
2012,7,1,10,0.3,7,22,NA,NA,33,48.29
2012,7,1,11,0.3,8,20,NA,NA,33,53.31
2012,7,1,12,0.3,9,19,NA,NA,32,59.2
2012,7,1,13,0.2,4,13,NA,NA,19,69.73
2012,7,1,14,0.3,6,15,NA,NA,24,73.04
2012,7,1,15,0.2,5,15,NA,NA,22,79.09
2012,7,1,16,0.3,5,17,NA,NA,24,83.55
2012,7,1,17,0.2,4,12,NA,NA,17,86.35
2012,7,1,18,0.2,4,12,NA,NA,17,81.9
2012,7,1,19,0.2,4,15,NA,NA,21,63.77
2012,7,1,20,0.3,6,21,NA,NA,30,68.97
2012,7,1,21,0.3,8,29,NA,NA,41,61.48
2012,7,1,22,0.3,4,25,NA,NA,32,60.69
2012,7,1,23,0.3,6,28,NA,NA,37,52.11
2012,7,1,24,0.4,19,53,NA,NA,81,33.72
2012,7,2,1,0.3,12,41,NA,NA,60,38.33
2012,7,2,2,0.3,5,19,NA,NA,27,48.74
2012,7,2,3,0.2,3,14,NA,NA,19,51.37
2012,7,2,4,0.2,2,13,NA,NA,17,51.45
2012,7,2,5,0.2,2,16,NA,NA,19,46.9
2012,7,2,6,0.2,7,24,NA,NA,34,39.6
2012,7,2,7,0.3,15,43,NA,NA,65,27.44
2012,7,2,8,0.4,33,60,NA,NA,110,14.16
2012,7,2,9,0.4,34,57,NA,NA,109,20.45
2012,7,2,10,0.4,42,60,NA,NA,124,25.26
2012,7,2,11,0.4,29,51,NA,NA,96,34.31
2012,7,2,12,0.3,23,46,NA,NA,82,40.94
2012,7,2,13,0.3,16,35,NA,NA,60,54.5
2012,7,2,14,0.2,10,25,NA,NA,40,48.77
2012,7,2,15,0.3,17,37,NA,NA,64,63.79
2012,7,2,16,0.3,19,46,NA,NA,75,64.66
2012,7,2,17,0.3,14,39,NA,NA,60,75.45
2012,7,2,18,0.3,13,37,NA,NA,57,67.88
2012,7,2,19,0.3,16,44,NA,NA,68,76.45
2012,7,2,20,0.3,15,45,NA,NA,68,69.83
2012,7,2,21,0.4,43,78,NA,NA,143,40.83
2012,7,2,22,0.8,172,131,NA,NA,394,5.88
2012,7,2,23,1.3,196,141,NA,NA,441,3.14
