ANO,MES,DIA,HORA,CO,NO,NO2,PM2.5,PM10,NOx,O3,fechaH,fecha,festivo
2019,1,1,1,0.6,81,73,,,196,3.08,2019-01-01 00:00:00,2019-01-01 00:00:00,festivo
2019,1,1,2,0.8,124,82,,,272,3.05,2019-01-01 01:00:00,2019-01-01 00:00:00,festivo
2019,1,1,3,0.7,93,72,,,215,3.13,2019-01-01 02:00:00,2019-01-01 00:00:00,festivo
2019,1,1,4,0.6,86,66,,,198,3.02,2019-01-01 03:00:00,2019-01-01 00:00:00,festivo
2019,1,1,5,0.6,79,64,,,185,2.98,2019-01-01 04:00:00,2019-01-01 00:00:00,festivo
2019,1,1,6,0.6,67,56,,,159,2.79,2019-01-01 05:00:00,2019-01-01 00:00:00,festivo
2019,1,1,7,0.6,70,56,,,164,2.87,2019-01-01 06:00:00,2019-01-01 00:00:00,festivo
2019,1,1,8,0.5,57,52,,,140,2.82,2019-01-01 07:00:00,2019-01-01 00:00:00,festivo
2019,1,1,9,0.5,62,49,,,145,2.86,2019-01-01 08:00:00,2019-01-01 00:00:00,festivo
2019,1,1,10,0.5,59,46,,,137,4.39,2019-01-01 09:00:00,2019-01-01 00:00:00,festivo
2019,1,1,11,0.5,57,48,,,135,8.9,2019-01-01 10:00:00,2019-01-01 00:00:00,festivo
2019,1,1,12,0.5,40,47,,,108,17.69,2019-01-01 11:00:00,2019-01-01 00:00:00,festivo
2019,1,1,13,0.4,31,42,,,89,26.02,2019-01-01 12:00:00,2019-01-01 00:00:00,festivo
2019,1,1,14,0.3,23,38,,,72,34.18,2019-01-01 13:00:00,2019-01-01 00:00:00,festivo
2019,1,1,15,0.3,24,42,,,79,35.66,2019-01-01 14:00:00,2019-01-01 00:00:00,festivo
2019,1,1,16,0.3,21,44,,,76,38.96,2019-01-01 15:00:00,2019-01-01 00:00:00,festivo
2019,1,1,17,0.3,21,50,,,82,33.51,2019-01-01 16:00:00,2019-01-01 00:00:00,festivo
2019,1,1,18,0.6,134,104,,,309,8.05,2019-01-01 17:00:00,2019-01-01 00:00:00,festivo
2019,1,1,19,0.8,199,129,,,434,2.95,2019-01-01 18:00:00,2019-01-01 00:00:00,festivo
2019,1,1,20,1.8,435,201,,,868,3.18,2019-01-01 19:00:00,2019-01-01 00:00:00,festivo
2019,1,1,21,1.2,200,135,,,442,3.13,2019-01-01 20:00:00,2019-01-01 00:00:00,festivo
2019,1,1,22,1.0,169,118,,,377,3.29,2019-01-01 21:00:00,2019-01-01 00:00:00,festivo
2019,1,1,23,0.8,122,96,,,283,3.3,2019-01-01 22:00:00,2019-01-01 00:00:00,festivo
2019,1,1,24,0.6,90,77,,,214,3.14,2019-01-01 23:00:00,2019-01-01 00:00:00,festivo
2019,1,2,1,0.6,71,69,,,177,3.03,2019-01-02 00:00:00,2019-02-01 00:00:00,laborable
2019,1,2,2,0.5,57,64,,,152,3.07,2019-01-02 01:00:00,2019-02-01 00:00:00,laborable
2019,1,2,3,0.4,35,49,,,103,2.98,2019-01-02 02:00:00,2019-02-01 00:00:00,laborable
2019,1,2,4,0.5,43,49,,,115,2.94,2019-01-02 03:00:00,2019-02-01 00:00:00,laborable
2019,1,2,5,0.4,22,41,,,75,2.96,2019-01-02 04:00:00,2019-02-01 00:00:00,laborable
2019,1,2,6,0.4,43,44,,,110,2.76,2019-01-02 05:00:00,2019-02-01 00:00:00,laborable
2019,1,2,7,0.5,86,55,,,186,2.88,2019-01-02 06:00:00,2019-02-01 00:00:00,laborable
2019,1,2,8,0.7,140,67,,,282,2.8,2019-01-02 07:00:00,2019-02-01 00:00:00,laborable
2019,1,2,9,0.7,121,65,,,250,2.85,2019-01-02 08:00:00,2019-02-01 00:00:00,laborable
2019,1,2,10,0.8,151,74,,,305,3.55,2019-01-02 09:00:00,2019-02-01 00:00:00,laborable
2019,1,2,11,0.8,159,82,,,326,5.74,2019-01-02 10:00:00,2019-02-01 00:00:00,laborable
2019,1,2,12,0.8,136,86,,,295,8.68,2019-01-02 11:00:00,2019-02-01 00:00:00,laborable
2019,1,2,13,0.7,126,93,,,286,11.5,2019-01-02 12:00:00,2019-02-01 00:00:00,laborable
2019,1,2,14,0.7,106,93,,,255,13.29,2019-01-02 13:00:00,2019-02-01 00:00:00,laborable
2019,1,2,15,0.7,82,92,,,218,16.0,2019-01-02 14:00:00,2019-02-01 00:00:00,laborable
2019,1,2,16,0.5,62,82,,,178,17.99,2019-01-02 15:00:00,2019-02-01 00:00:00,laborable
2019,1,2,17,0.6,69,88,,,194,17.83,2019-01-02 16:00:00,2019-02-01 00:00:00,laborable
2019,1,2,18,1.5,365,177,,,737,3.76,2019-01-02 17:00:00,2019-02-01 00:00:00,laborable
2019,1,2,19,2.3,581,223,,,1114,3.1,2019-01-02 18:00:00,2019-02-01 00:00:00,laborable
2019,1,2,20,2.0,402,194,,,811,3.45,2019-01-02 19:00:00,2019-02-01 00:00:00,laborable
2019,1,2,21,1.1,211,132,,,456,3.47,2019-01-02 20:00:00,2019-02-01 00:00:00,laborable
2019,1,2,22,1.1,211,135,,,458,3.32,2019-01-02 21:00:00,2019-02-01 00:00:00,laborable
2019,1,2,23,0.9,147,103,,,329,3.35,2019-01-02 22:00:00,2019-02-01 00:00:00,laborable
2019,1,2,24,0.8,115,85,,,261,3.27,2019-01-02 23:00:00,2019-02-01 00:00:00,laborable
2019,1,3,1,0.9,139,91,,,305,3.14,2019-01-03 00:00:00,2019-03-01 00:00:00,laborable
2019,1,3,2,0.7,103,75,,,233,3.17,2019-01-03 01:00:00,2019-03-01 00:00:00,laborable
2019,1,3,3,0.5,47,55,,,127,3.14,2019-01-03 02:00:00,2019-03-01 00:00:00,laborable
2019,1,3,4,0.7,48,55,,,129,3.18,2019-01-03 03:00:00,2019-03-01 00:00:00,laborable
2019,1,3,5,0.4,32,48,,,96,3.09,2019-01-03 04:00:00,2019-03-01 00:00:00,laborable
2019,1,3,6,0.4,44,48,,,115,3.3,2019-01-03 05:00:00,2019-03-01 00:00:00,laborable
2019,1,3,7,0.7,149,75,,,304,3.05,2019-01-03 06:00:00,2019-03-01 00:00:00,laborable
2019,1,3,8,0.8,169,86,,,345,3.08,2019-01-03 07:00:00,2019-03-01 00:00:00,laborable
2019,1,3,9,0.8,179,93,,,367,3.14,2019-01-03 08:00:00,2019-03-01 00:00:00,laborable
2019,1,3,10,0.7,163,93,,,342,4.18,2019-01-03 09:00:00,2019-03-01 00:00:00,laborable
2019,1,3,11,0.9,206,110,,,425,5.64,2019-01-03 10:00:00,2019-03-01 00:00:00,laborable
2019,1,3,12,0.8,143,97,,,317,8.8,2019-01-03 11:00:00,2019-03-01 00:00:00,laborable
2019,1,3,13,0.6,95,85,,,231,14.48,2019-01-03 12:00:00,2019-03-01 00:00:00,laborable
2019,1,3,14,0.4,46,62,,,133,28.04,2019-01-03 13:00:00,2019-03-01 00:00:00,laborable
2019,1,3,15,0.3,37,54,,,111,34.84,2019-01-03 14:00:00,2019-03-01 00:00:00,laborable
2019,1,3,16,0.3,32,52,,,102,37.69,2019-01-03 15:00:00,2019-03-01 00:00:00,laborable
2019,1,3,17,0.3,31,58,,,106,29.97,2019-01-03 16:00:00,2019-03-01 00:00:00,laborable
2019,1,3,18,1.8,183,115,,,396,6.06,2019-01-03 17:00:00,2019-03-01 00:00:00,laborable
2019,1,3,19,1.5,379,176,,,757,3.27,2019-01-03 18:00:00,2019-03-01 00:00:00,laborable
2019,1,3,20,1.2,236,148,,,511,3.27,2019-01-03 19:00:00,2019-03-01 00:00:00,laborable
2019,1,3,21,1.0,163,121,,,372,3.22,2019-01-03 20:00:00,2019-03-01 00:00:00,laborable
2019,1,3,22,0.8,92,93,,,235,3.26,2019-01-03 21:00:00,2019-03-01 00:00:00,laborable
2019,1,3,23,0.8,130,100,,,299,3.22,2019-01-03 22:00:00,2019-03-01 00:00:00,laborable
2019,1,3,24,0.8,116,91,,,270,3.37,2019-01-03 23:00:00,2019-03-01 00:00:00,laborable
2019,1,4,1,0.6,82,78,,,204,3.28,2019-01-04 00:00:00,2019-04-01 00:00:00,laborable
2019,1,4,2,0.5,65,67,,,166,3.02,2019-01-04 01:00:00,2019-04-01 00:00:00,laborable
2019,1,4,3,0.5,57,62,,,148,3.14,2019-01-04 02:00:00,2019-04-01 00:00:00,laborable
2019,1,4,4,0.4,34,52,,,105,3.27,2019-01-04 03:00:00,2019-04-01 00:00:00,laborable
2019,1,4,5,0.4,28,47,,,89,3.05,2019-01-04 04:00:00,2019-04-01 00:00:00,laborable
2019,1,4,6,0.4,43,47,,,113,3.24,2019-01-04 05:00:00,2019-04-01 00:00:00,laborable
2019,1,4,7,0.5,52,50,,,130,3.03,2019-01-04 06:00:00,2019-04-01 00:00:00,laborable
2019,1,4,8,0.7,145,74,,,296,3.02,2019-01-04 07:00:00,2019-04-01 00:00:00,laborable
2019,1,4,9,0.8,149,75,,,304,3.11,2019-01-04 08:00:00,2019-04-01 00:00:00,laborable
2019,1,4,10,0.7,133,71,,,274,4.18,2019-01-04 09:00:00,2019-04-01 00:00:00,laborable
2019,1,4,11,0.7,132,75,,,277,6.44,2019-01-04 10:00:00,2019-04-01 00:00:00,laborable
2019,1,4,12,0.8,171,97,,,359,7.28,2019-01-04 11:00:00,2019-04-01 00:00:00,laborable
2019,1,4,13,0.7,163,103,,,354,8.64,2019-01-04 12:00:00,2019-04-01 00:00:00,laborable
2019,1,4,14,0.8,146,107,,,331,10.54,2019-01-04 13:00:00,2019-04-01 00:00:00,laborable
2019,1,4,15,0.7,125,112,,,303,12.31,2019-01-04 14:00:00,2019-04-01 00:00:00,laborable
2019,1,4,16,0.6,96,107,,,254,12.9,2019-01-04 15:00:00,2019-04-01 00:00:00,laborable
2019,1,4,17,0.6,82,103,,,229,10.86,2019-01-04 16:00:00,2019-04-01 00:00:00,laborable
2019,1,4,18,0.9,253,148,,,537,3.97,2019-01-04 17:00:00,2019-04-01 00:00:00,laborable
2019,1,4,19,1.5,447,207,,,892,3.03,2019-01-04 18:00:00,2019-04-01 00:00:00,laborable
2019,1,4,21,1.9,384,188,,,777,3.26,2019-01-04 20:00:00,2019-04-01 00:00:00,laborable
2019,1,4,22,1.4,261,142,,,542,3.13,2019-01-04 21:00:00,2019-04-01 00:00:00,laborable
2019,1,4,23,0.8,130,99,,,298,3.02,2019-01-04 22:00:00,2019-04-01 00:00:00,laborable
2019,1,4,24,1.0,175,106,,,374,3.05,2019-01-04 23:00:00,2019-04-01 00:00:00,laborable
2019,1,5,1,0.7,93,77,,,220,3.05,2019-01-05 00:00:00,2019-05-01 00:00:00,sábado
2019,1,5,2,0.5,61,63,,,156,3.02,2019-01-05 01:00:00,2019-05-01 00:00:00,sábado
2019,1,5,3,0.5,63,59,,,157,3.0,2019-01-05 02:00:00,2019-05-01 00:00:00,sábado
2019,1,5,4,0.5,64,55,,,152,2.95,2019-01-05 03:00:00,2019-05-01 00:00:00,sábado
2019,1,5,5,0.5,64,55,,,153,2.76,2019-01-05 04:00:00,2019-05-01 00:00:00,sábado
2019,1,5,6,0.5,50,47,,,124,2.84,2019-01-05 05:00:00,2019-05-01 00:00:00,sábado
2019,1,5,7,0.5,59,51,,,142,3.01,2019-01-05 06:00:00,2019-05-01 00:00:00,sábado
2019,1,5,8,0.6,90,58,,,197,2.87,2019-01-05 07:00:00,2019-05-01 00:00:00,sábado
2019,1,5,9,0.6,99,63,,,214,3.09,2019-01-05 08:00:00,2019-05-01 00:00:00,sábado
2019,1,5,10,0.8,124,71,,,261,3.79,2019-01-05 09:00:00,2019-05-01 00:00:00,sábado
2019,1,5,11,0.7,111,70,,,240,6.47,2019-01-05 10:00:00,2019-05-01 00:00:00,sábado
2019,1,5,12,0.7,107,77,,,242,9.88,2019-01-05 11:00:00,2019-05-01 00:00:00,sábado
2019,1,5,13,0.7,113,84,,,258,11.08,2019-01-05 12:00:00,2019-05-01 00:00:00,sábado
2019,1,5,14,0.7,118,95,,,276,11.71,2019-01-05 13:00:00,2019-05-01 00:00:00,sábado
2019,1,5,15,0.6,97,91,,,239,14.02,2019-01-05 14:00:00,2019-05-01 00:00:00,sábado
2019,1,5,16,0.5,78,90,,,209,14.01,2019-01-05 15:00:00,2019-05-01 00:00:00,sábado
2019,1,5,17,0.6,87,103,,,237,9.74,2019-01-05 16:00:00,2019-05-01 00:00:00,sábado
2019,1,5,18,1.3,269,151,,,564,4.25,2019-01-05 17:00:00,2019-05-01 00:00:00,sábado
2019,1,5,19,1.3,326,155,,,655,3.18,2019-01-05 18:00:00,2019-05-01 00:00:00,sábado
2019,1,5,20,2.4,584,240,,,1136,3.13,2019-01-05 19:00:00,2019-05-01 00:00:00,sábado
2019,1,5,21,1.3,213,137,,,464,3.18,2019-01-05 20:00:00,2019-05-01 00:00:00,sábado
2019,1,5,22,1.4,216,128,,,459,3.14,2019-01-05 21:00:00,2019-05-01 00:00:00,sábado
2019,1,5,23,1.0,149,107,,,335,3.05,2019-01-05 22:00:00,2019-05-01 00:00:00,sábado
2019,1,5,24,0.8,97,83,,,231,2.91,2019-01-05 23:00:00,2019-05-01 00:00:00,sábado
2019,1,6,1,0.7,97,74,,,222,2.85,2019-01-06 00:00:00,2019-06-01 00:00:00,domingo
2019,1,6,2,0.6,71,66,,,175,3.02,2019-01-06 01:00:00,2019-06-01 00:00:00,domingo
2019,1,6,3,0.6,69,58,,,164,2.79,2019-01-06 02:00:00,2019-06-01 00:00:00,domingo
2019,1,6,4,0.5,48,51,,,124,2.86,2019-01-06 03:00:00,2019-06-01 00:00:00,domingo
2019,1,6,5,0.5,55,52,,,136,2.87,2019-01-06 04:00:00,2019-06-01 00:00:00,domingo
2019,1,6,6,0.5,53,51,,,131,3.02,2019-01-06 05:00:00,2019-06-01 00:00:00,domingo
2019,1,6,7,0.5,43,51,,,116,3.06,2019-01-06 06:00:00,2019-06-01 00:00:00,domingo
2019,1,6,8,0.5,61,51,,,145,2.83,2019-01-06 07:00:00,2019-06-01 00:00:00,domingo
2019,1,6,9,0.6,69,53,,,159,3.13,2019-01-06 08:00:00,2019-06-01 00:00:00,domingo
2019,1,6,10,0.5,62,52,,,146,4.96,2019-01-06 09:00:00,2019-06-01 00:00:00,domingo
2019,1,6,11,0.6,80,59,,,181,7.88,2019-01-06 10:00:00,2019-06-01 00:00:00,domingo
2019,1,6,12,0.8,107,84,,,248,10.5,2019-01-06 11:00:00,2019-06-01 00:00:00,domingo
2019,1,6,13,0.9,116,93,,,271,11.99,2019-01-06 12:00:00,2019-06-01 00:00:00,domingo
2019,1,6,14,0.7,77,89,,,208,16.77,2019-01-06 13:00:00,2019-06-01 00:00:00,domingo
2019,1,6,15,0.6,53,84,,,165,23.92,2019-01-06 14:00:00,2019-06-01 00:00:00,domingo
2019,1,6,16,0.5,44,85,,,153,24.73,2019-01-06 15:00:00,2019-06-01 00:00:00,domingo
2019,1,6,17,0.6,56,91,,,176,16.33,2019-01-06 16:00:00,2019-06-01 00:00:00,domingo
2019,1,6,18,1.5,251,141,,,526,4.16,2019-01-06 17:00:00,2019-06-01 00:00:00,domingo
2019,1,6,19,2.2,567,245,,,1114,2.9,2019-01-06 18:00:00,2019-06-01 00:00:00,domingo
2019,1,6,20,2.1,473,224,,,949,2.95,2019-01-06 19:00:00,2019-06-01 00:00:00,domingo
2019,1,6,21,1.7,328,177,,,680,2.69,2019-01-06 20:00:00,2019-06-01 00:00:00,domingo
2019,1,6,22,1.1,147,115,,,340,2.83,2019-01-06 21:00:00,2019-06-01 00:00:00,domingo
2019,1,6,23,0.8,114,101,,,275,2.87,2019-01-06 22:00:00,2019-06-01 00:00:00,domingo
2019,1,6,24,0.8,104,94,,,253,3.01,2019-01-06 23:00:00,2019-06-01 00:00:00,domingo
2019,1,7,1,0.7,83,85,,,213,2.83,2019-01-07 00:00:00,2019-07-01 00:00:00,festivo
2019,1,7,2,0.6,60,75,,,168,2.79,2019-01-07 01:00:00,2019-07-01 00:00:00,festivo
2019,1,7,3,0.5,33,65,,,116,3.39,2019-01-07 02:00:00,2019-07-01 00:00:00,festivo
2019,1,7,4,0.4,23,59,,,94,3.37,2019-01-07 03:00:00,2019-07-01 00:00:00,festivo
2019,1,7,5,0.4,21,57,,,89,2.88,2019-01-07 04:00:00,2019-07-01 00:00:00,festivo
2019,1,7,6,0.4,28,56,,,98,2.84,2019-01-07 05:00:00,2019-07-01 00:00:00,festivo
2019,1,7,7,0.4,31,55,,,103,3.17,2019-01-07 06:00:00,2019-07-01 00:00:00,festivo
2019,1,7,8,0.4,43,57,,,122,3.34,2019-01-07 07:00:00,2019-07-01 00:00:00,festivo
2019,1,7,9,0.4,54,66,,,149,3.95,2019-01-07 08:00:00,2019-07-01 00:00:00,festivo
2019,1,7,10,0.6,73,63,,,175,5.38,2019-01-07 09:00:00,2019-07-01 00:00:00,festivo
2019,1,7,11,0.6,95,77,,,223,8.93,2019-01-07 10:00:00,2019-07-01 00:00:00,festivo
2019,1,7,12,0.7,99,82,,,235,12.76,2019-01-07 11:00:00,2019-07-01 00:00:00,festivo
2019,1,7,13,0.5,40,66,,,128,26.59,2019-01-07 12:00:00,2019-07-01 00:00:00,festivo
2019,1,7,14,0.6,60,81,,,172,23.64,2019-01-07 13:00:00,2019-07-01 00:00:00,festivo
2019,1,7,15,0.6,63,90,,,187,21.65,2019-01-07 14:00:00,2019-07-01 00:00:00,festivo
2019,1,7,16,0.5,46,80,,,150,25.83,2019-01-07 15:00:00,2019-07-01 00:00:00,festivo
2019,1,7,17,0.6,60,93,,,185,16.4,2019-01-07 16:00:00,2019-07-01 00:00:00,festivo
2019,1,7,18,1.4,285,154,,,592,3.83,2019-01-07 17:00:00,2019-07-01 00:00:00,festivo
2019,1,7,19,2.8,523,214,,,1017,2.84,2019-01-07 18:00:00,2019-07-01 00:00:00,festivo
2019,1,7,20,2.3,423,215,,,864,2.9,2019-01-07 19:00:00,2019-07-01 00:00:00,festivo
2019,1,7,21,1.2,204,148,,,461,2.92,2019-01-07 20:00:00,2019-07-01 00:00:00,festivo
2019,1,7,22,1.0,144,118,,,339,3.07,2019-01-07 21:00:00,2019-07-01 00:00:00,festivo
2019,1,7,23,1.1,158,124,,,366,3.19,2019-01-07 22:00:00,2019-07-01 00:00:00,festivo
2019,1,7,24,0.7,82,87,,,213,3.04,2019-01-07 23:00:00,2019-07-01 00:00:00,festivo
2019,1,8,1,0.7,81,85,,,209,3.14,2019-01-08 00:00:00,2019-08-01 00:00:00,laborable
2019,1,8,2,0.5,45,66,,,134,2.84,2019-01-08 01:00:00,2019-08-01 00:00:00,laborable
2019,1,8,3,0.5,41,61,,,123,2.96,2019-01-08 02:00:00,2019-08-01 00:00:00,laborable
2019,1,8,4,0.4,28,54,,,96,3.05,2019-01-08 03:00:00,2019-08-01 00:00:00,laborable
2019,1,8,5,0.3,12,44,,,63,5.22,2019-01-08 04:00:00,2019-08-01 00:00:00,laborable
2019,1,8,6,0.4,29,47,,,92,5.29,2019-01-08 05:00:00,2019-08-01 00:00:00,laborable
2019,1,8,7,0.5,67,59,,,161,3.39,2019-01-08 06:00:00,2019-08-01 00:00:00,laborable
2019,1,8,8,0.8,139,81,,,294,3.06,2019-01-08 07:00:00,2019-08-01 00:00:00,laborable
2019,1,8,9,0.8,151,83,,,315,3.03,2019-01-08 08:00:00,2019-08-01 00:00:00,laborable
2019,1,8,10,0.8,176,93,,,363,3.87,2019-01-08 09:00:00,2019-08-01 00:00:00,laborable
2019,1,8,11,0.9,200,102,,,409,5.5,2019-01-08 10:00:00,2019-08-01 00:00:00,laborable
2019,1,8,12,0.9,171,105,,,367,7.66,2019-01-08 11:00:00,2019-08-01 00:00:00,laborable
2019,1,8,13,0.9,153,109,,,343,9.71,2019-01-08 12:00:00,2019-08-01 00:00:00,laborable
2019,1,8,14,0.6,84,88,,,216,18.26,2019-01-08 13:00:00,2019-08-01 00:00:00,laborable
2019,1,8,15,0.4,36,62,,,117,30.11,2019-01-08 14:00:00,2019-08-01 00:00:00,laborable
2019,1,8,16,0.4,29,64,,,109,33.04,2019-01-08 15:00:00,2019-08-01 00:00:00,laborable
2019,1,8,17,0.5,55,80,,,164,24.06,2019-01-08 16:00:00,2019-08-01 00:00:00,laborable
2019,1,8,18,0.6,109,102,,,269,10.89,2019-01-08 17:00:00,2019-08-01 00:00:00,laborable
2019,1,8,19,2.1,525,213,,,1018,3.1,2019-01-08 18:00:00,2019-08-01 00:00:00,laborable
2019,1,8,20,2.0,470,213,,,934,3.0,2019-01-08 19:00:00,2019-08-01 00:00:00,laborable
2019,1,8,21,0.9,163,130,,,379,2.86,2019-01-08 20:00:00,2019-08-01 00:00:00,laborable
2019,1,8,22,0.9,162,115,,,364,3.07,2019-01-08 21:00:00,2019-08-01 00:00:00,laborable
2019,1,8,23,1.2,208,126,,,445,3.18,2019-01-08 22:00:00,2019-08-01 00:00:00,laborable
2019,1,8,24,0.8,102,94,,,250,3.41,2019-01-08 23:00:00,2019-08-01 00:00:00,laborable
2019,1,9,1,0.7,86,81,,,213,3.34,2019-01-09 00:00:00,2019-09-01 00:00:00,laborable
2019,1,9,2,0.6,77,69,,,187,3.3,2019-01-09 01:00:00,2019-09-01 00:00:00,laborable
2019,1,9,3,0.6,71,67,,,177,3.22,2019-01-09 02:00:00,2019-09-01 00:00:00,laborable
2019,1,9,4,0.5,57,58,,,146,3.15,2019-01-09 03:00:00,2019-09-01 00:00:00,laborable
2019,1,9,5,0.4,33,50,,,101,3.06,2019-01-09 04:00:00,2019-09-01 00:00:00,laborable
2019,1,9,6,0.5,71,60,,,169,3.06,2019-01-09 05:00:00,2019-09-01 00:00:00,laborable
2019,1,9,7,0.8,196,88,,,390,2.86,2019-01-09 06:00:00,2019-09-01 00:00:00,laborable
2019,1,9,8,0.9,130,73,,,272,3.09,2019-01-09 07:00:00,2019-09-01 00:00:00,laborable
2019,1,9,9,0.8,145,79,,,301,3.23,2019-01-09 08:00:00,2019-09-01 00:00:00,laborable
2019,1,9,10,1.1,261,116,,,516,3.87,2019-01-09 09:00:00,2019-09-01 00:00:00,laborable
2019,1,9,11,1.4,365,154,,,715,4.44,2019-01-09 10:00:00,2019-09-01 00:00:00,laborable
2019,1,9,12,0.8,189,120,,,410,7.38,2019-01-09 11:00:00,2019-09-01 00:00:00,laborable
2019,1,9,13,0.5,83,83,,,210,15.28,2019-01-09 12:00:00,2019-09-01 00:00:00,laborable
2019,1,9,14,0.4,55,70,,,154,25.61,2019-01-09 13:00:00,2019-09-01 00:00:00,laborable
2019,1,9,15,0.4,35,58,,,112,33.26,2019-01-09 14:00:00,2019-09-01 00:00:00,laborable
2019,1,9,16,0.4,39,66,,,125,29.62,2019-01-09 15:00:00,2019-09-01 00:00:00,laborable
2019,1,9,17,0.4,39,66,,,126,32.36,2019-01-09 16:00:00,2019-09-01 00:00:00,laborable
2019,1,9,18,0.4,41,75,,,139,23.19,2019-01-09 17:00:00,2019-09-01 00:00:00,laborable
2019,1,9,19,0.6,67,96,,,199,11.16,2019-01-09 18:00:00,2019-09-01 00:00:00,laborable
2019,1,9,20,0.7,100,114,,,268,5.41,2019-01-09 19:00:00,2019-09-01 00:00:00,laborable
2019,1,9,21,1.0,197,134,,,436,3.45,2019-01-09 20:00:00,2019-09-01 00:00:00,laborable
2019,1,9,22,1.1,252,147,,,533,3.5,2019-01-09 21:00:00,2019-09-01 00:00:00,laborable
2019,1,9,23,1.0,271,150,,,565,3.71,2019-01-09 22:00:00,2019-09-01 00:00:00,laborable
2019,1,9,24,0.4,15,57,,,80,24.58,2019-01-09 23:00:00,2019-09-01 00:00:00,laborable
2019,1,10,1,0.4,30,68,,,113,16.81,2019-01-10 00:00:00,2019-10-01 00:00:00,laborable
2019,1,10,2,0.3,5,38,,,45,32.61,2019-01-10 01:00:00,2019-10-01 00:00:00,laborable
2019,1,10,3,0.3,8,47,,,60,19.72,2019-01-10 02:00:00,2019-10-01 00:00:00,laborable
2019,1,10,4,0.3,14,54,,,75,5.27,2019-01-10 03:00:00,2019-10-01 00:00:00,laborable
2019,1,10,5,0.3,13,47,,,66,8.4,2019-01-10 04:00:00,2019-10-01 00:00:00,laborable
2019,1,10,6,0.3,25,49,,,88,5.37,2019-01-10 05:00:00,2019-10-01 00:00:00,laborable
2019,1,10,7,0.4,50,57,,,134,5.31,2019-01-10 06:00:00,2019-10-01 00:00:00,laborable
2019,1,10,8,0.6,96,72,,,219,3.9,2019-01-10 07:00:00,2019-10-01 00:00:00,laborable
2019,1,10,9,0.8,128,85,,,281,3.3,2019-01-10 08:00:00,2019-10-01 00:00:00,laborable
2019,1,10,10,0.7,89,34,,,122,5.07,2019-01-10 09:00:00,2019-10-01 00:00:00,laborable
2019,1,10,12,0.4,341,46,,,387,30.16,2019-01-10 11:00:00,2019-10-01 00:00:00,laborable
2019,1,10,13,0.4,164,251,,,416,39.34,2019-01-10 12:00:00,2019-10-01 00:00:00,laborable
2019,1,10,14,0.3,41,56,,,119,45.76,2019-01-10 13:00:00,2019-10-01 00:00:00,laborable
2019,1,10,15,0.4,53,68,,,149,43.38,2019-01-10 14:00:00,2019-10-01 00:00:00,laborable
2019,1,10,16,0.3,40,59,,,120,48.6,2019-01-10 15:00:00,2019-10-01 00:00:00,laborable
2019,1,10,17,0.3,45,71,,,140,41.83,2019-01-10 16:00:00,2019-10-01 00:00:00,laborable
2019,1,10,18,0.5,56,95,,,181,24.47,2019-01-10 17:00:00,2019-10-01 00:00:00,laborable
2019,1,10,19,0.5,69,107,,,213,16.51,2019-01-10 18:00:00,2019-10-01 00:00:00,laborable
2019,1,10,20,0.5,61,104,,,198,15.48,2019-01-10 19:00:00,2019-10-01 00:00:00,laborable
2019,1,10,21,0.4,46,89,,,160,18.8,2019-01-10 20:00:00,2019-10-01 00:00:00,laborable
2019,1,10,22,0.4,45,82,,,150,20.6,2019-01-10 21:00:00,2019-10-01 00:00:00,laborable
2019,1,10,23,0.5,43,77,,,143,20.87,2019-01-10 22:00:00,2019-10-01 00:00:00,laborable
2019,1,10,24,0.5,33,78,,,128,20.63,2019-01-10 23:00:00,2019-10-01 00:00:00,laborable
2019,1,11,1,0.4,25,59,,,98,33.72,2019-01-11 00:00:00,2019-11-01 00:00:00,laborable
2019,1,11,2,0.3,18,55,,,82,30.84,2019-01-11 01:00:00,2019-11-01 00:00:00,laborable
2019,1,11,3,0.3,21,59,,,91,18.02,2019-01-11 02:00:00,2019-11-01 00:00:00,laborable
2019,1,11,4,0.3,19,60,,,90,15.46,2019-01-11 03:00:00,2019-11-01 00:00:00,laborable
2019,1,11,5,0.3,29,73,,,117,6.39,2019-01-11 04:00:00,2019-11-01 00:00:00,laborable
2019,1,11,6,0.4,38,64,,,123,4.3,2019-01-11 05:00:00,2019-11-01 00:00:00,laborable
2019,1,11,7,0.5,105,84,,,244,3.42,2019-01-11 06:00:00,2019-11-01 00:00:00,laborable
2019,1,11,8,0.9,366,178,,,739,2.76,2019-01-11 07:00:00,2019-11-01 00:00:00,laborable
2019,1,11,9,0.9,325,174,,,672,2.95,2019-01-11 08:00:00,2019-11-01 00:00:00,laborable
2019,1,11,10,0.8,190,112,,,403,4.2,2019-01-11 09:00:00,2019-11-01 00:00:00,laborable
2019,1,11,11,0.7,165,107,,,361,6.73,2019-01-11 10:00:00,2019-11-01 00:00:00,laborable
2019,1,11,12,0.6,120,105,,,288,15.08,2019-01-11 11:00:00,2019-11-01 00:00:00,laborable
2019,1,11,13,0.5,101,105,,,259,18.59,2019-01-11 12:00:00,2019-11-01 00:00:00,laborable
2019,1,11,14,0.6,86,105,,,236,22.58,2019-01-11 13:00:00,2019-11-01 00:00:00,laborable
2019,1,11,15,0.4,60,88,,,180,26.8,2019-01-11 14:00:00,2019-11-01 00:00:00,laborable
