ANO,MES,DIA,HORA,CO,NO,NO2,PM2.5,PM10,NOx,O3,fechaH,fecha,festivo
2019,10,30,18,0.3,18,45,9.0,14.0,73,38.17,2019-10-30 17:00:00,2019-10-30 00:00:00,laborable
2019,10,30,19,0.4,27,52,5.0,9.0,94,36.15,2019-10-30 18:00:00,2019-10-30 00:00:00,laborable
2019,10,30,20,0.5,35,62,6.0,9.0,115,26.93,2019-10-30 19:00:00,2019-10-30 00:00:00,laborable
2019,10,30,21,0.3,24,53,7.0,11.0,89,29.53,2019-10-30 20:00:00,2019-10-30 00:00:00,laborable
2019,10,30,22,0.3,11,31,6.0,9.0,48,44.31,2019-10-30 21:00:00,2019-10-30 00:00:00,laborable
2019,10,30,23,0.3,9,23,4.0,6.0,38,46.31,2019-10-30 22:00:00,2019-10-30 00:00:00,laborable
2019,10,30,24,0.2,8,18,4.0,6.0,30,48.2,2019-10-30 23:00:00,2019-10-30 00:00:00,laborable
2019,10,31,1,0.2,6,15,4.0,6.0,25,49.4,2019-10-31 00:00:00,2019-10-31 00:00:00,laborable
2019,10,31,2,0.2,5,11,6.0,9.0,19,49.14,2019-10-31 01:00:00,2019-10-31 00:00:00,laborable
2019,10,31,3,0.2,5,8,4.0,7.0,16,48.83,2019-10-31 02:00:00,2019-10-31 00:00:00,laborable
2019,10,31,4,0.2,5,11,3.0,6.0,19,43.07,2019-10-31 03:00:00,2019-10-31 00:00:00,laborable
2019,10,31,5,0.2,5,9,4.0,7.0,17,42.26,2019-10-31 04:00:00,2019-10-31 00:00:00,laborable
2019,10,31,6,0.2,6,12,5.0,7.0,22,41.32,2019-10-31 05:00:00,2019-10-31 00:00:00,laborable
2019,10,31,7,0.2,13,25,4.0,7.0,44,35.13,2019-10-31 06:00:00,2019-10-31 00:00:00,laborable
2019,10,31,8,0.3,20,39,4.0,7.0,70,27.04,2019-10-31 07:00:00,2019-10-31 00:00:00,laborable
2019,10,31,9,0.3,29,44,5.0,9.0,89,18.05,2019-10-31 08:00:00,2019-10-31 00:00:00,laborable
2019,10,31,10,0.4,33,45,11.0,16.0,96,19.84,2019-10-31 09:00:00,2019-10-31 00:00:00,laborable
2019,10,31,11,0.3,19,32,7.0,12.0,60,37.24,2019-10-31 10:00:00,2019-10-31 00:00:00,laborable
2019,10,31,12,0.3,24,29,6.0,11.0,66,44.38,2019-10-31 11:00:00,2019-10-31 00:00:00,laborable
2019,10,31,13,0.3,24,29,7.0,10.0,66,45.62,2019-10-31 12:00:00,2019-10-31 00:00:00,laborable
2019,10,31,14,0.2,17,24,7.0,12.0,50,51.49,2019-10-31 13:00:00,2019-10-31 00:00:00,laborable
2019,10,31,15,0.4,34,47,9.0,12.0,100,41.6,2019-10-31 14:00:00,2019-10-31 00:00:00,laborable
2019,10,31,16,0.3,41,54,15.0,20.0,117,37.79,2019-10-31 15:00:00,2019-10-31 00:00:00,laborable
2019,10,31,17,0.3,12,36,10.0,14.0,54,45.32,2019-10-31 16:00:00,2019-10-31 00:00:00,laborable
2019,10,31,18,0.5,40,60,8.0,12.0,120,26.61,2019-10-31 17:00:00,2019-10-31 00:00:00,laborable
2019,10,31,19,1.1,185,105,13.0,22.0,389,9.26,2019-10-31 18:00:00,2019-10-31 00:00:00,laborable
2019,10,31,20,0.8,208,125,23.0,43.0,444,6.46,2019-10-31 19:00:00,2019-10-31 00:00:00,laborable
2019,10,31,21,0.4,28,57,15.0,22.0,100,15.28,2019-10-31 20:00:00,2019-10-31 00:00:00,laborable
2019,10,31,22,0.4,19,54,13.0,18.0,84,16.0,2019-10-31 21:00:00,2019-10-31 00:00:00,laborable
2019,10,31,23,0.3,21,40,13.0,16.0,73,24.76,2019-10-31 22:00:00,2019-10-31 00:00:00,laborable
2019,10,31,24,0.4,48,56,10.0,12.0,129,12.39,2019-10-31 23:00:00,2019-10-31 00:00:00,laborable
2019,11,1,1,0.4,37,57,11.0,15.0,114,9.46,2019-11-01 00:00:00,2019-01-11 00:00:00,festivo
2019,11,1,2,0.2,8,19,9.0,12.0,32,31.92,2019-11-01 01:00:00,2019-01-11 00:00:00,festivo
2019,11,1,3,0.2,6,14,6.0,10.0,22,35.94,2019-11-01 02:00:00,2019-01-11 00:00:00,festivo
2019,11,1,4,0.2,6,10,6.0,9.0,19,39.44,2019-11-01 03:00:00,2019-01-11 00:00:00,festivo
2019,11,1,5,0.2,6,9,7.0,10.0,18,40.91,2019-11-01 04:00:00,2019-01-11 00:00:00,festivo
2019,11,1,6,0.2,6,12,7.0,10.0,20,31.65,2019-11-01 05:00:00,2019-01-11 00:00:00,festivo
2019,11,1,7,0.2,9,24,8.0,10.0,38,19.18,2019-11-01 06:00:00,2019-01-11 00:00:00,festivo
2019,11,1,8,0.2,8,18,3.0,6.0,31,29.32,2019-11-01 07:00:00,2019-01-11 00:00:00,festivo
2019,11,1,9,0.2,11,20,7.0,9.0,37,23.78,2019-11-01 08:00:00,2019-01-11 00:00:00,festivo
2019,11,1,10,0.2,12,16,7.0,10.0,34,32.39,2019-11-01 09:00:00,2019-01-11 00:00:00,festivo
2019,11,1,11,0.2,17,18,5.0,8.0,45,32.1,2019-11-01 10:00:00,2019-01-11 00:00:00,festivo
2019,11,1,12,0.2,17,17,7.0,10.0,44,34.66,2019-11-01 11:00:00,2019-01-11 00:00:00,festivo
2019,11,1,13,0.2,15,16,7.0,11.0,39,38.1,2019-11-01 12:00:00,2019-01-11 00:00:00,festivo
2019,11,1,14,0.2,12,14,8.0,12.0,33,38.18,2019-11-01 13:00:00,2019-01-11 00:00:00,festivo
2019,11,1,15,0.2,11,13,8.0,11.0,30,43.17,2019-11-01 14:00:00,2019-01-11 00:00:00,festivo
2019,11,1,16,0.2,10,13,5.0,8.0,28,43.32,2019-11-01 15:00:00,2019-01-11 00:00:00,festivo
2019,11,1,17,0.2,9,13,9.0,12.0,26,45.57,2019-11-01 16:00:00,2019-01-11 00:00:00,festivo
2019,11,1,18,0.2,14,20,8.0,11.0,40,39.95,2019-11-01 17:00:00,2019-01-11 00:00:00,festivo
2019,11,1,19,0.2,11,22,7.0,11.0,39,33.13,2019-11-01 18:00:00,2019-01-11 00:00:00,festivo
2019,11,1,20,0.3,15,31,6.0,11.0,53,25.54,2019-11-01 19:00:00,2019-01-11 00:00:00,festivo
2019,11,1,21,0.3,12,22,9.0,16.0,40,34.23,2019-11-01 20:00:00,2019-01-11 00:00:00,festivo
2019,11,1,22,0.2,10,17,5.0,10.0,32,42.48,2019-11-01 21:00:00,2019-01-11 00:00:00,festivo
2019,11,1,23,0.2,9,19,6.0,11.0,32,39.12,2019-11-01 22:00:00,2019-01-11 00:00:00,festivo
2019,11,1,24,0.2,9,21,10.0,16.0,36,32.86,2019-11-01 23:00:00,2019-01-11 00:00:00,festivo
2019,11,2,1,0.2,7,13,6.0,12.0,24,40.83,2019-11-02 00:00:00,2019-02-11 00:00:00,laborable
2019,11,2,2,0.2,6,10,9.0,16.0,20,41.88,2019-11-02 01:00:00,2019-02-11 00:00:00,laborable
2019,11,2,3,0.2,5,6,8.0,16.0,14,45.67,2019-11-02 02:00:00,2019-02-11 00:00:00,laborable
2019,11,2,4,0.2,6,6,6.0,11.0,14,46.9,2019-11-02 03:00:00,2019-02-11 00:00:00,laborable
2019,11,2,5,0.2,6,5,7.0,13.0,14,46.55,2019-11-02 04:00:00,2019-02-11 00:00:00,laborable
2019,11,2,6,0.2,5,6,8.0,14.0,13,45.72,2019-11-02 05:00:00,2019-02-11 00:00:00,laborable
2019,11,2,7,0.2,6,8,8.0,15.0,18,41.7,2019-11-02 06:00:00,2019-02-11 00:00:00,laborable
2019,11,2,8,0.2,8,12,9.0,17.0,24,38.81,2019-11-02 07:00:00,2019-02-11 00:00:00,laborable
2019,11,2,9,0.2,7,12,7.0,16.0,23,41.92,2019-11-02 08:00:00,2019-02-11 00:00:00,laborable
2019,11,2,10,0.2,10,11,7.0,15.0,27,46.86,2019-11-02 09:00:00,2019-02-11 00:00:00,laborable
2019,11,2,11,0.2,11,11,8.0,16.0,28,48.37,2019-11-02 10:00:00,2019-02-11 00:00:00,laborable
2019,11,2,12,0.2,9,12,7.0,13.0,27,54.76,2019-11-02 11:00:00,2019-02-11 00:00:00,laborable
2019,11,2,13,0.2,10,13,7.0,13.0,29,55.9,2019-11-02 12:00:00,2019-02-11 00:00:00,laborable
2019,11,2,14,0.2,11,16,6.0,11.0,33,56.63,2019-11-02 13:00:00,2019-02-11 00:00:00,laborable
2019,11,2,15,0.2,11,15,6.0,10.0,32,57.36,2019-11-02 14:00:00,2019-02-11 00:00:00,laborable
2019,11,2,16,0.2,9,12,7.0,10.0,26,65.29,2019-11-02 15:00:00,2019-02-11 00:00:00,laborable
2019,11,2,17,0.2,9,14,3.0,6.0,27,64.67,2019-11-02 16:00:00,2019-02-11 00:00:00,laborable
2019,11,2,18,0.2,10,18,3.0,7.0,33,59.22,2019-11-02 17:00:00,2019-02-11 00:00:00,laborable
2019,11,2,19,0.2,19,27,4.0,7.0,57,53.13,2019-11-02 18:00:00,2019-02-11 00:00:00,laborable
2019,11,2,20,0.2,11,26,5.0,6.0,44,52.92,2019-11-02 19:00:00,2019-02-11 00:00:00,laborable
2019,11,2,21,0.2,9,24,3.0,5.0,38,53.92,2019-11-02 20:00:00,2019-02-11 00:00:00,laborable
2019,11,2,22,0.2,9,18,4.0,6.0,32,58.67,2019-11-02 21:00:00,2019-02-11 00:00:00,laborable
2019,11,2,23,0.2,10,19,7.0,9.0,34,57.9,2019-11-02 22:00:00,2019-02-11 00:00:00,laborable
2019,11,2,24,0.2,7,13,3.0,5.0,24,65.63,2019-11-02 23:00:00,2019-02-11 00:00:00,laborable
2019,11,3,1,0.2,7,11,4.0,7.0,22,66.9,2019-11-03 00:00:00,2019-03-11 00:00:00,laborable
2019,11,3,2,0.2,5,6,9.0,12.0,14,70.02,2019-11-03 01:00:00,2019-03-11 00:00:00,laborable
2019,11,3,3,0.2,6,5,5.0,7.0,14,71.39,2019-11-03 02:00:00,2019-03-11 00:00:00,laborable
2019,11,3,4,0.2,5,4,2.0,4.0,12,71.84,2019-11-03 03:00:00,2019-03-11 00:00:00,laborable
2019,11,3,5,0.2,5,4,2.0,4.0,11,72.19,2019-11-03 04:00:00,2019-03-11 00:00:00,laborable
2019,11,3,6,0.2,5,3,1.0,4.0,11,73.19,2019-11-03 05:00:00,2019-03-11 00:00:00,laborable
2019,11,3,7,0.2,5,5,2.0,6.0,12,71.29,2019-11-03 06:00:00,2019-03-11 00:00:00,laborable
2019,11,3,8,0.2,5,7,1.0,4.0,14,68.42,2019-11-03 07:00:00,2019-03-11 00:00:00,laborable
2019,11,3,9,0.2,6,8,1.0,3.0,17,66.02,2019-11-03 08:00:00,2019-03-11 00:00:00,laborable
2019,11,3,10,0.2,6,8,3.0,5.0,17,67.05,2019-11-03 09:00:00,2019-03-11 00:00:00,laborable
2019,11,3,11,0.2,6,7,4.0,10.0,15,88.42,2019-11-03 10:00:00,2019-03-11 00:00:00,laborable
2019,11,3,12,0.2,5,9,4.0,9.0,17,84.94,2019-11-03 11:00:00,2019-03-11 00:00:00,laborable
2019,11,3,13,0.2,7,10,2.0,7.0,20,91.5,2019-11-03 12:00:00,2019-03-11 00:00:00,laborable
2019,11,3,14,0.2,8,12,8.0,13.0,23,92.45,2019-11-03 13:00:00,2019-03-11 00:00:00,laborable
2019,11,3,15,0.2,7,11,3.0,7.0,22,86.56,2019-11-03 14:00:00,2019-03-11 00:00:00,laborable
2019,11,3,16,0.2,7,10,4.0,8.0,22,83.66,2019-11-03 15:00:00,2019-03-11 00:00:00,laborable
2019,11,3,17,0.2,8,13,6.0,10.0,25,79.21,2019-11-03 16:00:00,2019-03-11 00:00:00,laborable
2019,11,3,18,0.2,7,14,4.0,9.0,24,80.1,2019-11-03 17:00:00,2019-03-11 00:00:00,laborable
2019,11,3,19,0.3,11,22,3.0,7.0,39,77.32,2019-11-03 18:00:00,2019-03-11 00:00:00,laborable
2019,11,3,20,0.3,15,31,4.0,8.0,54,67.93,2019-11-03 19:00:00,2019-03-11 00:00:00,laborable
2019,11,3,21,0.2,10,22,3.0,6.0,38,70.87,2019-11-03 20:00:00,2019-03-11 00:00:00,laborable
2019,11,3,22,0.3,8,25,3.0,6.0,37,63.12,2019-11-03 21:00:00,2019-03-11 00:00:00,laborable
2019,11,3,23,0.2,8,24,6.0,10.0,36,61.76,2019-11-03 22:00:00,2019-03-11 00:00:00,laborable
2019,11,3,24,0.2,6,15,3.0,7.0,25,67.25,2019-11-03 23:00:00,2019-03-11 00:00:00,laborable
2019,11,4,1,0.2,5,9,5.0,9.0,17,67.13,2019-11-04 00:00:00,2019-04-11 00:00:00,laborable
2019,11,4,2,0.2,5,7,5.0,9.0,15,64.87,2019-11-04 01:00:00,2019-04-11 00:00:00,laborable
2019,11,4,3,0.2,5,5,4.0,8.0,12,64.24,2019-11-04 02:00:00,2019-04-11 00:00:00,laborable
2019,11,4,4,0.2,5,5,5.0,7.0,13,61.72,2019-11-04 03:00:00,2019-04-11 00:00:00,laborable
2019,11,4,5,0.2,5,5,3.0,4.0,12,62.92,2019-11-04 04:00:00,2019-04-11 00:00:00,laborable
2019,11,4,6,0.2,5,7,3.0,5.0,15,62.22,2019-11-04 05:00:00,2019-04-11 00:00:00,laborable
2019,11,4,7,0.2,9,18,3.0,4.0,33,50.73,2019-11-04 06:00:00,2019-04-11 00:00:00,laborable
2019,11,4,8,0.3,14,30,4.0,5.0,51,43.14,2019-11-04 07:00:00,2019-04-11 00:00:00,laborable
2019,11,4,9,0.3,19,37,3.0,5.0,66,38.71,2019-11-04 08:00:00,2019-04-11 00:00:00,laborable
2019,11,4,10,0.2,16,29,3.0,6.0,54,50.16,2019-11-04 09:00:00,2019-04-11 00:00:00,laborable
2019,11,4,11,0.2,15,23,4.0,9.0,46,56.61,2019-11-04 10:00:00,2019-04-11 00:00:00,laborable
2019,11,4,12,0.3,16,22,3.0,8.0,47,61.03,2019-11-04 11:00:00,2019-04-11 00:00:00,laborable
2019,11,4,13,0.2,15,20,6.0,13.0,43,65.13,2019-11-04 12:00:00,2019-04-11 00:00:00,laborable
2019,11,4,14,0.2,15,20,7.0,15.0,43,67.54,2019-11-04 13:00:00,2019-04-11 00:00:00,laborable
2019,11,4,15,0.2,11,14,4.0,9.0,32,70.37,2019-11-04 14:00:00,2019-04-11 00:00:00,laborable
2019,11,4,16,0.2,13,17,5.0,11.0,36,67.2,2019-11-04 15:00:00,2019-04-11 00:00:00,laborable
2019,11,4,17,0.2,12,20,7.0,12.0,38,65.74,2019-11-04 16:00:00,2019-04-11 00:00:00,laborable
2019,11,4,18,0.2,13,27,5.0,11.0,46,59.47,2019-11-04 17:00:00,2019-04-11 00:00:00,laborable
2019,11,4,19,0.3,23,39,2.0,6.0,75,48.87,2019-11-04 18:00:00,2019-04-11 00:00:00,laborable
2019,11,4,20,0.3,13,27,3.0,6.0,48,59.19,2019-11-04 19:00:00,2019-04-11 00:00:00,laborable
2019,11,4,21,0.3,17,26,4.0,7.0,51,59.76,2019-11-04 20:00:00,2019-04-11 00:00:00,laborable
2019,11,4,22,0.2,12,23,6.0,8.0,42,59.31,2019-11-04 21:00:00,2019-04-11 00:00:00,laborable
2019,11,4,23,0.2,9,16,6.0,8.0,29,62.63,2019-11-04 22:00:00,2019-04-11 00:00:00,laborable
2019,11,4,24,0.2,5,12,2.0,4.0,20,63.99,2019-11-04 23:00:00,2019-04-11 00:00:00,laborable
2019,11,5,1,0.2,4,8,5.0,5.0,14,72.31,2019-11-05 00:00:00,2019-05-11 00:00:00,laborable
2019,11,5,2,0.2,4,5,2.0,3.0,11,79.19,2019-11-05 01:00:00,2019-05-11 00:00:00,laborable
2019,11,5,3,0.2,4,6,1.0,2.0,12,77.21,2019-11-05 02:00:00,2019-05-11 00:00:00,laborable
2019,11,5,4,0.2,4,11,2.0,3.0,17,62.42,2019-11-05 03:00:00,2019-05-11 00:00:00,laborable
2019,11,5,5,0.2,6,13,2.0,4.0,22,52.21,2019-11-05 04:00:00,2019-05-11 00:00:00,laborable
2019,11,5,6,0.2,5,10,2.0,4.0,17,59.55,2019-11-05 05:00:00,2019-05-11 00:00:00,laborable
2019,11,5,7,0.3,9,25,2.0,4.0,40,48.22,2019-11-05 06:00:00,2019-05-11 00:00:00,laborable
2019,11,5,8,0.3,24,41,4.0,7.0,79,37.36,2019-11-05 07:00:00,2019-05-11 00:00:00,laborable
2019,11,5,9,0.4,22,46,4.0,6.0,79,34.74,2019-11-05 08:00:00,2019-05-11 00:00:00,laborable
2019,11,5,10,0.3,25,40,5.0,8.0,79,37.86,2019-11-05 09:00:00,2019-05-11 00:00:00,laborable
2019,11,5,11,0.3,19,27,5.0,9.0,56,50.58,2019-11-05 10:00:00,2019-05-11 00:00:00,laborable
2019,11,5,12,0.3,14,19,4.0,8.0,40,58.0,2019-11-05 11:00:00,2019-05-11 00:00:00,laborable
2019,11,5,13,0.3,19,22,2.0,6.0,51,58.4,2019-11-05 12:00:00,2019-05-11 00:00:00,laborable
2019,11,5,14,0.3,19,23,6.0,9.0,52,55.85,2019-11-05 13:00:00,2019-05-11 00:00:00,laborable
2019,11,5,15,0.3,14,22,3.0,7.0,43,56.19,2019-11-05 14:00:00,2019-05-11 00:00:00,laborable
2019,11,5,16,0.3,18,24,5.0,7.0,53,53.93,2019-11-05 15:00:00,2019-05-11 00:00:00,laborable
2019,11,5,17,0.4,22,30,8.0,10.0,64,51.28,2019-11-05 16:00:00,2019-05-11 00:00:00,laborable
2019,11,5,18,0.3,19,34,6.0,8.0,63,47.28,2019-11-05 17:00:00,2019-05-11 00:00:00,laborable
2019,11,5,19,0.4,31,45,4.0,8.0,92,37.43,2019-11-05 18:00:00,2019-05-11 00:00:00,laborable
2019,11,5,20,0.4,27,57,4.0,8.0,99,23.26,2019-11-05 19:00:00,2019-05-11 00:00:00,laborable
2019,11,5,21,0.3,16,40,6.0,7.0,64,32.92,2019-11-05 20:00:00,2019-05-11 00:00:00,laborable
2019,11,5,22,0.3,14,32,6.0,8.0,53,36.96,2019-11-05 21:00:00,2019-05-11 00:00:00,laborable
2019,11,5,23,0.3,7,23,8.0,10.0,34,43.79,2019-11-05 22:00:00,2019-05-11 00:00:00,laborable
2019,11,5,24,0.2,6,13,4.0,6.0,22,53.48,2019-11-05 23:00:00,2019-05-11 00:00:00,laborable
2019,11,6,1,0.2,7,16,2.0,4.0,27,46.63,2019-11-06 00:00:00,2019-06-11 00:00:00,laborable
2019,11,6,2,0.2,6,8,1.0,3.0,17,55.43,2019-11-06 01:00:00,2019-06-11 00:00:00,laborable
2019,11,6,3,0.2,6,8,1.0,2.0,17,54.49,2019-11-06 02:00:00,2019-06-11 00:00:00,laborable
2019,11,6,4,0.2,6,7,2.0,3.0,16,54.77,2019-11-06 03:00:00,2019-06-11 00:00:00,laborable
2019,11,6,5,0.2,5,6,3.0,5.0,15,55.45,2019-11-06 04:00:00,2019-06-11 00:00:00,laborable
2019,11,6,6,0.2,5,8,4.0,5.0,15,53.31,2019-11-06 05:00:00,2019-06-11 00:00:00,laborable
2019,11,6,7,0.3,24,35,3.0,4.0,71,35.86,2019-11-06 06:00:00,2019-06-11 00:00:00,laborable
2019,11,6,8,0.4,32,50,4.0,6.0,99,21.85,2019-11-06 07:00:00,2019-06-11 00:00:00,laborable
2019,11,6,9,0.4,32,55,6.0,10.0,105,20.98,2019-11-06 08:00:00,2019-06-11 00:00:00,laborable
2019,11,6,10,0.3,19,39,6.0,10.0,68,32.38,2019-11-06 09:00:00,2019-06-11 00:00:00,laborable
2019,11,6,11,0.3,14,24,4.0,8.0,45,46.29,2019-11-06 10:00:00,2019-06-11 00:00:00,laborable
2019,11,6,12,0.5,21,26,2.0,6.0,58,49.14,2019-11-06 11:00:00,2019-06-11 00:00:00,laborable
2019,11,6,13,0.5,32,25,1.0,6.0,75,51.73,2019-11-06 12:00:00,2019-06-11 00:00:00,laborable
2019,11,6,14,0.2,12,18,1.0,1.0,37,59.37,2019-11-06 13:00:00,2019-06-11 00:00:00,laborable
2019,11,6,15,0.3,17,26,2.0,3.0,53,55.01,2019-11-06 14:00:00,2019-06-11 00:00:00,laborable
2019,11,6,16,0.2,12,20,7.0,9.0,38,60.69,2019-11-06 15:00:00,2019-06-11 00:00:00,laborable
2019,11,6,17,0.3,18,29,2.0,5.0,57,54.31,2019-11-06 16:00:00,2019-06-11 00:00:00,laborable
2019,11,6,18,0.3,22,43,6.0,9.0,77,42.69,2019-11-06 17:00:00,2019-06-11 00:00:00,laborable
2019,11,6,19,0.5,33,56,6.0,10.0,106,31.98,2019-11-06 18:00:00,2019-06-11 00:00:00,laborable
2019,11,6,20,0.4,42,70,8.0,13.0,135,13.51,2019-11-06 19:00:00,2019-06-11 00:00:00,laborable
2019,11,6,21,0.6,34,71,8.0,14.0,123,13.6,2019-11-06 20:00:00,2019-06-11 00:00:00,laborable
2019,11,6,22,0.4,44,72,9.0,13.0,140,8.45,2019-11-06 21:00:00,2019-06-11 00:00:00,laborable
2019,11,6,23,0.4,20,52,8.0,12.0,83,23.14,2019-11-06 22:00:00,2019-06-11 00:00:00,laborable
2019,11,6,24,0.3,11,30,6.0,9.0,47,34.9,2019-11-06 23:00:00,2019-06-11 00:00:00,laborable
2019,11,7,1,0.3,11,31,7.0,10.0,48,31.48,2019-11-07 00:00:00,2019-07-11 00:00:00,laborable
2019,11,7,2,0.2,6,13,5.0,7.0,22,48.49,2019-11-07 01:00:00,2019-07-11 00:00:00,laborable
2019,11,7,3,0.2,5,8,2.0,4.0,16,53.06,2019-11-07 02:00:00,2019-07-11 00:00:00,laborable
2019,11,7,4,0.2,5,5,3.0,6.0,12,54.97,2019-11-07 03:00:00,2019-07-11 00:00:00,laborable
2019,11,7,5,0.2,5,6,3.0,5.0,13,56.1,2019-11-07 04:00:00,2019-07-11 00:00:00,laborable
2019,11,7,6,0.2,6,10,2.0,3.0,20,52.82,2019-11-07 05:00:00,2019-07-11 00:00:00,laborable
2019,11,7,7,0.4,16,29,2.0,2.0,54,30.58,2019-11-07 06:00:00,2019-07-11 00:00:00,laborable
2019,11,7,8,0.4,33,49,4.0,4.0,100,23.34,2019-11-07 07:00:00,2019-07-11 00:00:00,laborable
2019,11,7,9,0.5,38,51,5.0,7.0,109,22.89,2019-11-07 08:00:00,2019-07-11 00:00:00,laborable
2019,11,7,10,0.4,25,38,5.0,7.0,76,36.35,2019-11-07 09:00:00,2019-07-11 00:00:00,laborable
2019,11,7,11,0.2,12,22,3.0,7.0,40,62.93,2019-11-07 10:00:00,2019-07-11 00:00:00,laborable
2019,11,7,12,0.2,12,22,4.0,7.0,40,61.94,2019-11-07 11:00:00,2019-07-11 00:00:00,laborable
2019,11,7,13,0.2,10,17,8.0,11.0,33,65.92,2019-11-07 12:00:00,2019-07-11 00:00:00,laborable
2019,11,7,14,0.2,12,18,3.0,7.0,37,66.13,2019-11-07 13:00:00,2019-07-11 00:00:00,laborable
2019,11,7,15,0.3,30,35,7.0,11.0,81,61.89,2019-11-07 14:00:00,2019-07-11 00:00:00,laborable
2019,11,7,16,0.2,17,28,9.0,14.0,55,64.0,2019-11-07 15:00:00,2019-07-11 00:00:00,laborable
2019,11,7,17,0.3,23,34,6.0,10.0,69,56.3,2019-11-07 16:00:00,2019-07-11 00:00:00,laborable
2019,11,7,18,0.3,32,50,6.0,11.0,99,42.42,2019-11-07 17:00:00,2019-07-11 00:00:00,laborable
2019,11,7,19,0.5,47,43,9.0,14.0,115,46.79,2019-11-07 18:00:00,2019-07-11 00:00:00,laborable
2019,11,7,20,0.3,56,52,5.0,10.0,138,43.98,2019-11-07 19:00:00,2019-07-11 00:00:00,laborable
2019,11,7,21,0.3,12,27,5.0,7.0,45,54.05,2019-11-07 20:00:00,2019-07-11 00:00:00,laborable
2019,11,7,22,0.3,10,31,4.0,5.0,47,47.51,2019-11-07 21:00:00,2019-07-11 00:00:00,laborable
2019,11,7,23,0.3,11,24,1.0,2.0,41,52.19,2019-11-07 22:00:00,2019-07-11 00:00:00,laborable
2019,11,7,24,0.3,6,19,4.0,5.0,28,55.12,2019-11-07 23:00:00,2019-07-11 00:00:00,laborable
2019,11,8,1,0.2,6,14,2.0,2.0,23,57.66,2019-11-08 00:00:00,2019-08-11 00:00:00,laborable
2019,11,8,2,0.2,5,7,2.0,3.0,14,65.73,2019-11-08 01:00:00,2019-08-11 00:00:00,laborable
2019,11,8,3,0.2,5,6,1.0,2.0,14,66.01,2019-11-08 02:00:00,2019-08-11 00:00:00,laborable
2019,11,8,4,0.2,4,6,1.0,1.0,12,65.16,2019-11-08 03:00:00,2019-08-11 00:00:00,laborable
2019,11,8,5,0.2,5,7,3.0,4.0,15,65.96,2019-11-08 04:00:00,2019-08-11 00:00:00,laborable
2019,11,8,6,0.2,5,9,1.0,2.0,17,65.22,2019-11-08 05:00:00,2019-08-11 00:00:00,laborable
2019,11,8,7,0.3,12,27,1.0,2.0,45,50.59,2019-11-08 06:00:00,2019-08-11 00:00:00,laborable
2019,11,8,8,0.4,37,55,5.0,7.0,112,29.52,2019-11-08 07:00:00,2019-08-11 00:00:00,laborable
2019,11,8,9,0.3,21,42,5.0,8.0,74,37.52,2019-11-08 08:00:00,2019-08-11 00:00:00,laborable
2019,11,8,10,0.3,16,27,6.0,9.0,52,50.42,2019-11-08 09:00:00,2019-08-11 00:00:00,laborable
2019,11,8,11,0.2,13,18,4.0,7.0,37,58.69,2019-11-08 10:00:00,2019-08-11 00:00:00,laborable
2019,11,8,12,0.2,12,16,3.0,6.0,34,60.16,2019-11-08 11:00:00,2019-08-11 00:00:00,laborable
2019,11,8,13,0.2,16,20,2.0,5.0,45,61.53,2019-11-08 12:00:00,2019-08-11 00:00:00,laborable
2019,11,8,14,0.3,22,26,4.0,7.0,60,61.52,2019-11-08 13:00:00,2019-08-11 00:00:00,laborable
2019,11,8,15,0.3,29,33,5.0,8.0,77,58.34,2019-11-08 14:00:00,2019-08-11 00:00:00,laborable
2019,11,8,16,0.3,14,20,4.0,6.0,41,63.79,2019-11-08 15:00:00,2019-08-11 00:00:00,laborable
2019,11,8,17,0.3,20,29,3.0,5.0,60,57.83,2019-11-08 16:00:00,2019-08-11 00:00:00,laborable
2019,11,8,18,0.3,28,41,4.0,6.0,83,46.48,2019-11-08 17:00:00,2019-08-11 00:00:00,laborable
2019,11,8,19,0.3,22,46,3.0,5.0,81,40.7,2019-11-08 18:00:00,2019-08-11 00:00:00,laborable
2019,11,8,20,0.4,41,52,5.0,7.0,115,36.66,2019-11-08 19:00:00,2019-08-11 00:00:00,laborable
2019,11,8,21,0.3,20,41,5.0,7.0,72,41.52,2019-11-08 20:00:00,2019-08-11 00:00:00,laborable
2019,11,8,22,0.4,31,43,4.0,7.0,90,39.94,2019-11-08 21:00:00,2019-08-11 00:00:00,laborable
2019,11,8,23,0.3,12,31,3.0,5.0,50,45.12,2019-11-08 22:00:00,2019-08-11 00:00:00,laborable
2019,11,8,24,0.3,11,30,3.0,5.0,47,43.68,2019-11-08 23:00:00,2019-08-11 00:00:00,laborable
2019,11,9,1,0.3,9,19,3.0,5.0,34,50.85,2019-11-09 00:00:00,2019-09-11 00:00:00,festivo
2019,11,9,2,0.3,6,15,6.0,8.0,23,56.38,2019-11-09 01:00:00,2019-09-11 00:00:00,festivo
2019,11,9,3,0.2,7,11,4.0,7.0,21,57.57,2019-11-09 02:00:00,2019-09-11 00:00:00,festivo
2019,11,9,4,0.2,6,12,1.0,3.0,21,56.61,2019-11-09 03:00:00,2019-09-11 00:00:00,festivo
2019,11,9,5,0.2,4,8,2.0,4.0,14,61.84,2019-11-09 04:00:00,2019-09-11 00:00:00,festivo
