length,kbytes,curlybrackets,roundbrackets,colon,semicolon,comma,other,lines,words,lower,upper,digit,relat,space,ext
14,4088,0,0.0,3.0,26.0,0.0,949.0,93.0,277.0,983.0,1359.0,77.0,422.0,269.0,java
21,4137,0,0.0,3.0,26.0,0.0,949.0,93.0,277.0,1025.0,1366.0,77.0,422.0,269.0,java
17,4109,0,0.0,3.0,26.0,0.0,949.0,93.0,277.0,990.0,1373.0,77.0,422.0,269.0,java
20,6093,0,0.0,3.0,52.0,0.0,1365.0,138.0,395.0,1759.0,1876.0,104.0,586.0,348.0,java
17,21384,0,110.0,20.0,200.0,32.0,3796.0,470.0,1578.0,8989.0,4815.0,177.0,1876.0,1369.0,java
21,17989,0,92.0,20.0,141.0,28.0,3301.0,373.0,1251.0,7786.0,3903.0,150.0,1492.0,1076.0,java
16,11031,0,2.0,3.0,183.0,3.0,2177.0,235.0,711.0,4529.0,2507.0,109.0,936.0,582.0,java
23,11017,0,30.0,11.0,67.0,15.0,2438.0,224.0,667.0,3832.0,2963.0,126.0,958.0,577.0,java
22,6078,0,4.0,3.0,42.0,0.0,1372.0,130.0,380.0,1821.0,1828.0,102.0,568.0,338.0,java
23,5999,0,4.0,3.0,41.0,0.0,1345.0,130.0,379.0,1766.0,1837.0,102.0,564.0,337.0,java
30,4202,0,0.0,3.0,26.0,0.0,949.0,93.0,277.0,1090.0,1366.0,77.0,422.0,269.0,java
17,12538,0,8.0,3.0,190.0,0.0,2627.0,266.0,775.0,4517.0,3309.0,150.0,1118.0,616.0,java
33,4223,0,0.0,3.0,26.0,0.0,949.0,93.0,277.0,1104.0,1373.0,77.0,422.0,269.0,java
23,5999,0,4.0,3.0,41.0,0.0,1345.0,130.0,379.0,1766.0,1837.0,102.0,564.0,337.0,java
34,6213,0,4.0,3.0,42.0,0.0,1348.0,131.0,386.0,1984.0,1826.0,102.0,560.0,344.0,java
23,5999,0,4.0,3.0,41.0,0.0,1345.0,130.0,379.0,1766.0,1837.0,102.0,564.0,337.0,java
13,3229,52,96.0,4.0,43.0,0.0,478.0,141.0,345.0,1865.0,153.0,4.0,0.0,393.0,java
17,12284,140,548.0,15.0,161.0,30.0,2992.0,411.0,1129.0,6586.0,487.0,61.0,19.0,835.0,java
16,21572,230,1070.0,15.0,270.0,43.0,3965.0,699.0,1902.0,12895.0,1312.0,42.0,37.0,1693.0,java
25,2876,12,36.0,2.0,16.0,31.0,231.0,80.0,433.0,1276.0,710.0,42.0,1.0,519.0,java
16,2151,14,62.0,4.0,31.0,23.0,360.0,80.0,176.0,1223.0,142.0,48.0,0.0,164.0,java
20,33921,268,1531.0,9.0,477.0,485.0,5004.0,1040.0,2046.0,18204.0,3769.0,351.0,34.0,2750.0,java
11,11774,156,326.0,1.0,215.0,65.0,1404.0,502.0,1187.0,5842.0,745.0,91.0,19.0,2408.0,java
12,27388,279,1110.0,4.0,483.0,160.0,4345.0,929.0,1859.0,15576.0,2680.0,135.0,4.0,1683.0,java
17,1365,24,22.0,0.0,21.0,4.0,239.0,68.0,135.0,817.0,76.0,0.0,0.0,94.0,java
14,11737,104,340.0,83.0,306.0,57.0,1343.0,309.0,822.0,5969.0,2110.0,123.0,0.0,993.0,java
27,323,8,6.0,0.0,5.0,0.0,44.0,17.0,36.0,211.0,10.0,0.0,0.0,22.0,java
10,460,14,12.0,0.0,11.0,1.0,62.0,37.0,56.0,172.0,10.0,2.0,0.0,139.0,java
19,1415,14,34.0,1.0,18.0,17.0,175.0,49.0,144.0,678.0,246.0,1.0,0.0,182.0,java
21,4921,46,182.0,2.0,78.0,45.0,799.0,158.0,326.0,2802.0,313.0,71.0,0.0,425.0,java
14,899,22,30.0,0.0,23.0,8.0,151.0,57.0,109.0,478.0,58.0,8.0,0.0,64.0,java
20,804,18,20.0,0.0,21.0,5.0,128.0,48.0,86.0,475.0,39.0,3.0,0.0,47.0,java
12,4511,80,290.0,0.0,68.0,21.0,605.0,173.0,353.0,2410.0,579.0,19.0,11.0,255.0,java
14,2455,34,136.0,0.0,40.0,37.0,347.0,100.0,227.0,1321.0,187.0,16.0,4.0,233.0,java
16,13328,130,461.0,7.0,135.0,38.0,1039.0,370.0,1304.0,6979.0,1254.0,49.0,5.0,3231.0,java
13,1590,26,38.0,0.0,21.0,0.0,223.0,73.0,182.0,951.0,74.0,0.0,0.0,184.0,java
19,3311,56,134.0,5.0,45.0,12.0,539.0,145.0,297.0,1939.0,225.0,6.0,4.0,201.0,java
17,4774,68,206.0,4.0,74.0,4.0,980.0,179.0,472.0,2697.0,197.0,10.0,3.0,353.0,java
16,12930,148,588.0,5.0,182.0,16.0,2094.0,440.0,1265.0,7995.0,823.0,17.0,7.0,1055.0,java
8,7332,70,248.0,10.0,100.0,18.0,805.0,245.0,726.0,4025.0,320.0,32.0,29.0,1675.0,java
25,2876,12,36.0,2.0,16.0,31.0,231.0,80.0,433.0,1276.0,710.0,42.0,1.0,519.0,java
13,22147,150,1138.0,0.0,296.0,403.0,3210.0,622.0,1224.0,11682.0,2915.0,183.0,11.0,1537.0,java
14,7638,106,268.0,0.0,138.0,30.0,1491.0,273.0,607.0,3666.0,693.0,62.0,32.0,879.0,java
12,13597,158,716.0,4.0,209.0,119.0,1776.0,409.0,1066.0,7677.0,955.0,69.0,26.0,1479.0,java
17,1365,24,22.0,0.0,21.0,4.0,239.0,68.0,135.0,817.0,76.0,0.0,0.0,94.0,java
14,12016,104,340.0,83.0,306.0,57.0,1343.0,309.0,822.0,6217.0,2141.0,123.0,0.0,993.0,java
10,460,14,12.0,0.0,11.0,1.0,62.0,37.0,56.0,172.0,10.0,2.0,0.0,139.0,java
14,899,22,30.0,0.0,23.0,8.0,151.0,57.0,109.0,478.0,58.0,8.0,0.0,64.0,java
20,804,18,20.0,0.0,21.0,5.0,128.0,48.0,86.0,475.0,39.0,3.0,0.0,47.0,java
12,3199,46,218.0,0.0,52.0,21.0,382.0,101.0,232.0,1757.0,430.0,16.0,7.0,169.0,java
11,750,22,30.0,0.0,18.0,1.0,148.0,58.0,101.0,391.0,17.0,6.0,0.0,59.0,java
10,1065,12,40.0,0.0,14.0,4.0,164.0,34.0,151.0,652.0,12.0,9.0,4.0,120.0,java
10,578,12,24.0,0.0,12.0,5.0,107.0,36.0,77.0,301.0,17.0,9.0,0.0,55.0,java
10,367,6,24.0,0.0,10.0,0.0,68.0,21.0,43.0,195.0,13.0,3.0,0.0,27.0,java
19,5727,82,210.0,17.0,88.0,14.0,979.0,258.0,581.0,3258.0,360.0,30.0,9.0,422.0,java
17,10261,118,462.0,14.0,136.0,26.0,2637.0,349.0,911.0,5410.0,410.0,37.0,6.0,657.0,java
16,18535,196,930.0,13.0,236.0,33.0,3455.0,598.0,1653.0,11054.0,1115.0,36.0,11.0,1456.0,java
25,2876,12,36.0,2.0,16.0,31.0,231.0,80.0,433.0,1276.0,710.0,42.0,1.0,519.0,java
13,3229,52,96.0,4.0,43.0,0.0,478.0,141.0,345.0,1865.0,153.0,4.0,0.0,393.0,java
19,5727,82,210.0,17.0,88.0,14.0,979.0,258.0,581.0,3258.0,360.0,30.0,9.0,422.0,java
8,14083,182,578.0,11.0,221.0,26.0,2460.0,526.0,1454.0,8154.0,656.0,46.0,45.0,1704.0,java
25,2876,12,36.0,2.0,16.0,31.0,231.0,80.0,433.0,1276.0,710.0,42.0,1.0,519.0,java
16,2151,14,62.0,4.0,31.0,23.0,360.0,80.0,176.0,1223.0,142.0,48.0,0.0,164.0,java
11,11774,156,326.0,1.0,215.0,65.0,1404.0,502.0,1187.0,5842.0,745.0,91.0,19.0,2408.0,java
12,27388,279,1110.0,4.0,483.0,160.0,4345.0,929.0,1859.0,15576.0,2680.0,135.0,4.0,1683.0,java
14,7642,106,268.0,0.0,138.0,30.0,1493.0,273.0,607.0,3666.0,693.0,64.0,32.0,879.0,java
20,8249,50,320.0,1.0,142.0,63.0,1121.0,268.0,599.0,4469.0,751.0,115.0,4.0,945.0,java
27,323,8,6.0,0.0,5.0,0.0,44.0,17.0,36.0,211.0,10.0,0.0,0.0,22.0,java
10,460,14,12.0,0.0,11.0,1.0,62.0,37.0,56.0,172.0,10.0,2.0,0.0,139.0,java
11,1513,8,46.0,3.0,20.0,8.0,213.0,49.0,144.0,904.0,107.0,31.0,1.0,123.0,java
21,4921,46,182.0,2.0,78.0,45.0,799.0,158.0,326.0,2802.0,313.0,71.0,0.0,425.0,java
20,1569,16,74.0,0.0,28.0,20.0,223.0,55.0,107.0,864.0,212.0,11.0,1.0,66.0,java
14,2455,34,136.0,0.0,40.0,37.0,347.0,100.0,227.0,1321.0,187.0,16.0,4.0,233.0,java
16,2151,14,62.0,4.0,31.0,23.0,360.0,80.0,176.0,1223.0,142.0,48.0,0.0,164.0,java
20,33816,268,1531.0,8.0,477.0,485.0,4990.0,1039.0,2029.0,18147.0,3753.0,351.0,34.0,2734.0,java
12,27388,279,1110.0,4.0,483.0,160.0,4345.0,929.0,1859.0,15576.0,2680.0,135.0,4.0,1683.0,java
14,7642,106,268.0,0.0,138.0,30.0,1493.0,273.0,607.0,3666.0,693.0,64.0,32.0,879.0,java
17,1365,24,22.0,0.0,21.0,4.0,239.0,68.0,135.0,817.0,76.0,0.0,0.0,94.0,java
20,8249,50,320.0,1.0,142.0,63.0,1121.0,268.0,599.0,4469.0,751.0,115.0,4.0,945.0,java
27,323,8,6.0,0.0,5.0,0.0,44.0,17.0,36.0,211.0,10.0,0.0,0.0,22.0,java
10,460,14,12.0,0.0,11.0,1.0,62.0,37.0,56.0,172.0,10.0,2.0,0.0,139.0,java
10,4847,42,154.0,3.0,78.0,25.0,735.0,172.0,436.0,2918.0,334.0,60.0,1.0,325.0,java
11,4035,44,142.0,3.0,50.0,24.0,329.0,140.0,418.0,2401.0,324.0,10.0,0.0,569.0,java
11,1513,8,46.0,3.0,20.0,8.0,213.0,49.0,144.0,904.0,107.0,31.0,1.0,123.0,java
19,1415,14,34.0,1.0,18.0,17.0,175.0,49.0,144.0,678.0,246.0,1.0,0.0,182.0,java
14,899,22,30.0,0.0,23.0,8.0,151.0,57.0,109.0,478.0,58.0,8.0,0.0,64.0,java
20,804,18,20.0,0.0,21.0,5.0,128.0,48.0,86.0,475.0,39.0,3.0,0.0,47.0,java
12,4511,80,290.0,0.0,68.0,21.0,605.0,173.0,353.0,2410.0,579.0,19.0,11.0,255.0,java
20,1569,16,74.0,0.0,28.0,20.0,223.0,55.0,107.0,864.0,212.0,11.0,1.0,66.0,java
10,1229,0,6.0,2.0,9.0,6.0,95.0,22.0,155.0,817.0,83.0,24.0,44.0,143.0,java
10,799,12,38.0,2.0,13.0,14.0,97.0,40.0,106.0,404.0,33.0,16.0,2.0,168.0,java
15,1252,28,54.0,0.0,28.0,3.0,231.0,80.0,157.0,660.0,56.0,4.0,4.0,104.0,java
9,144,4,2.0,0.0,3.0,0.0,21.0,12.0,19.0,78.0,4.0,1.0,0.0,19.0,java
10,535,12,24.0,0.0,12.0,5.0,101.0,35.0,72.0,274.0,12.0,9.0,0.0,51.0,java
10,560,16,30.0,0.0,15.0,0.0,127.0,52.0,84.0,238.0,27.0,1.0,0.0,54.0,java
13,303,4,14.0,0.0,5.0,6.0,46.0,16.0,35.0,159.0,18.0,10.0,0.0,25.0,java
14,3355,36,164.0,2.0,48.0,24.0,549.0,133.0,269.0,1733.0,190.0,82.0,4.0,390.0,java
13,165,4,2.0,0.0,1.0,0.0,32.0,13.0,24.0,88.0,8.0,0.0,0.0,17.0,java
13,3229,52,96.0,4.0,43.0,0.0,478.0,141.0,345.0,1865.0,153.0,4.0,0.0,393.0,java
17,10261,118,462.0,14.0,136.0,26.0,2637.0,349.0,911.0,5410.0,410.0,37.0,6.0,657.0,java
16,18535,196,930.0,13.0,236.0,33.0,3455.0,598.0,1653.0,11054.0,1115.0,36.0,11.0,1456.0,java
8,14083,182,578.0,11.0,221.0,26.0,2460.0,526.0,1454.0,8154.0,656.0,46.0,45.0,1704.0,java
25,2876,12,36.0,2.0,16.0,31.0,231.0,80.0,433.0,1276.0,710.0,42.0,1.0,519.0,java
11,11774,156,326.0,1.0,215.0,65.0,1404.0,502.0,1187.0,5842.0,745.0,91.0,19.0,2408.0,java
12,27388,279,1110.0,4.0,483.0,160.0,4345.0,929.0,1859.0,15576.0,2680.0,135.0,4.0,1683.0,java
12,15593,182,813.0,4.0,242.0,120.0,2205.0,496.0,1252.0,8506.0,990.0,81.0,31.0,1923.0,java
20,8249,50,320.0,1.0,142.0,63.0,1121.0,268.0,599.0,4469.0,751.0,115.0,4.0,945.0,java
19,1415,14,34.0,1.0,18.0,17.0,175.0,49.0,144.0,678.0,246.0,1.0,0.0,182.0,java
14,899,22,30.0,0.0,23.0,8.0,151.0,57.0,109.0,478.0,58.0,8.0,0.0,64.0,java
20,804,18,20.0,0.0,21.0,5.0,128.0,48.0,86.0,475.0,39.0,3.0,0.0,47.0,java
12,4511,80,290.0,0.0,68.0,21.0,605.0,173.0,353.0,2410.0,579.0,19.0,11.0,255.0,java
20,1569,16,74.0,0.0,28.0,20.0,223.0,55.0,107.0,864.0,212.0,11.0,1.0,66.0,java
14,2455,34,136.0,0.0,40.0,37.0,347.0,100.0,227.0,1321.0,187.0,16.0,4.0,233.0,java
14,20490,273,236.0,25.0,193.0,296.0,1601.0,482.0,2091.0,11566.0,531.0,192.0,1025.0,4070.0,java
35,32550,14,112.0,110.0,64.0,112.0,3905.0,694.0,3056.0,18320.0,2409.0,486.0,1528.0,4798.0,java
17,1350,22,58.0,8.0,20.0,0.0,128.0,46.0,101.0,731.0,93.0,1.0,0.0,243.0,java
17,697,16,36.0,3.0,14.0,2.0,91.0,31.0,75.0,449.0,36.0,3.0,0.0,47.0,java
14,1993,18,54.0,13.0,25.0,2.0,398.0,67.0,223.0,1087.0,98.0,5.0,0.0,227.0,java
29,2105,6,16.0,3.0,6.0,8.0,324.0,66.0,275.0,1196.0,191.0,45.0,0.0,310.0,java
9,7108,50,136.0,3.0,38.0,49.0,879.0,247.0,956.0,4177.0,684.0,61.0,12.0,1019.0,java
11,16082,178,656.0,28.0,215.0,92.0,2735.0,663.0,2046.0,9110.0,997.0,343.0,102.0,1626.0,java
22,58274,484,1683.0,8.0,603.0,347.0,9287.0,2156.0,5325.0,35731.0,5425.0,327.0,13.0,4366.0,java
19,26226,116,665.0,3.0,287.0,292.0,5331.0,797.0,2205.0,12702.0,4177.0,895.0,14.0,1737.0,java
9,7533,76,278.0,4.0,66.0,55.0,1249.0,290.0,767.0,4163.0,933.0,100.0,13.0,596.0,java
28,6604,46,172.0,3.0,57.0,14.0,1099.0,213.0,587.0,3820.0,802.0,112.0,2.0,477.0,java
15,157912,1746,4231.0,65.0,1335.0,900.0,28386.0,5736.0,16458.0,91367.0,14512.0,858.0,162.0,14350.0,java
43,1992,8,20.0,3.0,7.0,12.0,187.0,67.0,262.0,1218.0,233.0,41.0,0.0,263.0,java
25,108994,766,2293.0,8.0,700.0,861.0,16297.0,3720.0,10404.0,65644.0,12511.0,761.0,35.0,9118.0,java
14,1315,4,4.0,3.0,5.0,7.0,112.0,45.0,206.0,776.0,156.0,43.0,0.0,205.0,java
36,45064,195,788.0,17.0,201.0,708.0,7184.0,1173.0,5539.0,18105.0,9863.0,294.0,1117.0,5419.0,java
11,2594,10,18.0,3.0,7.0,9.0,326.0,80.0,389.0,1580.0,205.0,41.0,6.0,389.0,java
20,19967,183,635.0,17.0,214.0,128.0,5042.0,681.0,1989.0,9856.0,2140.0,140.0,4.0,1608.0,java
26,1437,2,4.0,3.0,7.0,11.0,96.0,43.0,217.0,877.0,169.0,41.0,0.0,227.0,java
20,4409,65,100.0,0.0,57.0,7.0,1084.0,194.0,579.0,2319.0,257.0,35.0,3.0,482.0,java
21,3153,18,46.0,3.0,17.0,17.0,345.0,94.0,376.0,1923.0,318.0,55.0,0.0,411.0,java
25,1868,6,6.0,3.0,6.0,10.0,154.0,59.0,275.0,1161.0,167.0,41.0,0.0,314.0,java
13,3007,30,43.0,4.0,22.0,14.0,413.0,112.0,420.0,1750.0,309.0,43.0,0.0,379.0,java
14,3001,14,40.0,0.0,13.0,14.0,522.0,110.0,394.0,1579.0,329.0,27.0,0.0,463.0,java
24,2111,6,14.0,4.0,9.0,17.0,211.0,74.0,297.0,1259.0,184.0,42.0,0.0,365.0,java
22,17905,4,4.0,3.0,304.0,8.0,2221.0,641.0,2294.0,6752.0,5361.0,1243.0,0.0,2005.0,java
19,2713,20,52.0,3.0,22.0,9.0,344.0,106.0,360.0,1536.0,320.0,43.0,1.0,363.0,java
25,18891,118,370.0,27.0,131.0,73.0,3079.0,653.0,2290.0,10599.0,2025.0,133.0,50.0,2286.0,java
19,1350,4,8.0,0.0,5.0,8.0,171.0,43.0,192.0,756.0,185.0,25.0,0.0,188.0,java
17,1951,4,18.0,0.0,7.0,8.0,332.0,61.0,251.0,1029.0,280.0,35.0,0.0,238.0,java
24,1406,2,8.0,0.0,5.0,8.0,153.0,42.0,207.0,848.0,153.0,23.0,0.0,206.0,java
22,2691,10,18.0,3.0,7.0,10.0,340.0,83.0,392.0,1645.0,212.0,41.0,6.0,399.0,java
22,19785,122,328.0,104.0,134.0,59.0,3355.0,809.0,2480.0,10276.0,2439.0,139.0,9.0,2820.0,java
19,10090,80,162.0,5.0,75.0,25.0,1978.0,436.0,1284.0,5516.0,760.0,73.0,1.0,1415.0,java
18,4415,52,104.0,3.0,36.0,7.0,869.0,256.0,653.0,2116.0,540.0,52.0,5.0,631.0,java
31,7655,56,108.0,0.0,74.0,34.0,1253.0,288.0,1053.0,4402.0,542.0,53.0,11.0,1122.0,java
26,6178,64,103.0,1.0,58.0,24.0,1178.0,224.0,730.0,3623.0,435.0,33.0,2.0,657.0,java
14,63331,614,1589.0,19.0,534.0,278.0,11807.0,2307.0,6889.0,35912.0,5680.0,344.0,74.0,6480.0,java
16,36289,446,1143.0,10.0,398.0,194.0,7105.0,1448.0,4517.0,19413.0,2966.0,262.0,53.0,4299.0,java
13,52643,722,1294.0,3.0,600.0,1230.0,10442.0,1179.0,4453.0,28654.0,6005.0,80.0,10.0,3603.0,java
23,72427,588,1783.0,20.0,468.0,377.0,11015.0,2441.0,9265.0,42519.0,4519.0,383.0,96.0,10659.0,java
20,1653,8,14.0,0.0,9.0,7.0,287.0,64.0,233.0,899.0,176.0,23.0,0.0,230.0,java
18,1376,2,8.0,0.0,5.0,8.0,153.0,42.0,207.0,823.0,148.0,23.0,0.0,206.0,java
23,1322,10,18.0,0.0,8.0,13.0,76.0,43.0,187.0,809.0,192.0,19.0,0.0,177.0,java
47,1444,10,18.0,0.0,8.0,13.0,79.0,44.0,187.0,919.0,202.0,19.0,0.0,176.0,java
43,1424,10,18.0,0.0,8.0,13.0,79.0,44.0,187.0,899.0,202.0,19.0,0.0,176.0,java
41,1414,10,18.0,0.0,8.0,13.0,79.0,44.0,187.0,889.0,202.0,19.0,0.0,176.0,java
30,1357,10,18.0,0.0,8.0,13.0,76.0,43.0,187.0,839.0,197.0,19.0,0.0,177.0,java
26,1489,12,22.0,0.0,9.0,13.0,93.0,48.0,206.0,928.0,201.0,19.0,0.0,192.0,java
38,1397,10,18.0,0.0,8.0,13.0,80.0,44.0,187.0,877.0,196.0,19.0,0.0,176.0,java
28,1364,10,18.0,0.0,9.0,13.0,80.0,45.0,189.0,844.0,193.0,19.0,0.0,178.0,java
26,3668,34,58.0,3.0,29.0,18.0,479.0,128.0,414.0,2128.0,447.0,95.0,0.0,377.0,java
33,1743,6,16.0,3.0,10.0,8.0,152.0,54.0,222.0,1092.0,189.0,43.0,0.0,224.0,java
29,44760,794,1586.0,3.0,307.0,253.0,8096.0,1765.0,4231.0,25412.0,5124.0,54.0,0.0,3131.0,java
22,22788,270,578.0,0.0,176.0,121.0,3113.0,840.0,2500.0,14613.0,1693.0,70.0,8.0,2146.0,java
34,2809,6,18.0,0.0,14.0,9.0,313.0,85.0,338.0,1804.0,243.0,28.0,2.0,372.0,java
26,6111,40,92.0,0.0,41.0,17.0,870.0,212.0,644.0,3914.0,477.0,32.0,2.0,626.0,java
22,20216,114,362.0,17.0,149.0,122.0,2639.0,637.0,2591.0,11687.0,2115.0,85.0,48.0,2878.0,java
22,2228,10,38.0,1.0,13.0,10.0,200.0,75.0,269.0,1437.0,243.0,20.0,6.0,250.0,java
29,22077,364,750.0,3.0,141.0,174.0,3854.0,854.0,2163.0,12506.0,2534.0,43.0,0.0,1708.0,java
18,3192,40,102.0,0.0,26.0,19.0,265.0,108.0,314.0,2083.0,273.0,19.0,0.0,257.0,java
15,3641,30,54.0,3.0,21.0,20.0,460.0,105.0,441.0,2062.0,520.0,41.0,0.0,430.0,java
13,4425,30,118.0,14.0,59.0,15.0,695.0,164.0,417.0,2482.0,657.0,24.0,0.0,331.0,java
15,4266,40,78.0,3.0,10.0,19.0,708.0,196.0,530.0,2544.0,328.0,41.0,0.0,495.0,java
19,7139,62,170.0,16.0,65.0,41.0,1051.0,321.0,933.0,4174.0,500.0,47.0,0.0,1013.0,java
21,2410,20,36.0,0.0,22.0,8.0,261.0,93.0,317.0,1457.0,277.0,23.0,0.0,306.0,java
18,7552,34,100.0,14.0,27.0,33.0,854.0,263.0,1160.0,4694.0,416.0,41.0,30.0,1309.0,java
27,1300,4,10.0,0.0,7.0,7.0,80.0,40.0,183.0,832.0,157.0,23.0,0.0,180.0,java
25,7373,78,230.0,6.0,99.0,48.0,1171.0,309.0,854.0,4478.0,501.0,67.0,20.0,675.0,java
18,2364,18,54.0,4.0,33.0,8.0,372.0,90.0,310.0,1328.0,219.0,48.0,4.0,276.0,java
17,2483,10,38.0,4.0,17.0,7.0,446.0,86.0,316.0,1375.0,246.0,28.0,0.0,312.0,java
28,3894,30,122.0,1.0,53.0,14.0,510.0,129.0,429.0,2432.0,347.0,26.0,2.0,357.0,java
11,1356,4,6.0,0.0,6.0,7.0,167.0,47.0,202.0,773.0,159.0,23.0,0.0,211.0,java
17,14064,176,412.0,9.0,152.0,52.0,2167.0,556.0,1612.0,8346.0,1192.0,79.0,3.0,1476.0,java
17,6481,40,124.0,4.0,52.0,72.0,1117.0,237.0,808.0,3624.0,338.0,314.0,12.0,784.0,java
22,7835,30,239.0,18.0,99.0,13.0,1312.0,247.0,882.0,4251.0,994.0,74.0,7.0,798.0,java
25,2879,18,48.0,3.0,13.0,16.0,357.0,107.0,358.0,1735.0,287.0,42.0,0.0,360.0,java
23,10939,80,362.0,3.0,159.0,74.0,1980.0,407.0,1180.0,5733.0,1286.0,259.0,7.0,996.0,java
21,3091,20,68.0,1.0,32.0,15.0,409.0,106.0,383.0,1773.0,362.0,60.0,0.0,351.0,java
36,29498,250,1258.0,17.0,376.0,551.0,5961.0,908.0,2753.0,13788.0,3854.0,940.0,2.0,2501.0,java
29,14123,106,440.0,3.0,182.0,45.0,2049.0,474.0,1411.0,8557.0,1385.0,139.0,1.0,1216.0,java
34,2590,26,42.0,1.0,9.0,32.0,372.0,87.0,368.0,1445.0,231.0,61.0,0.0,371.0,java
27,49682,420,2026.0,10.0,538.0,406.0,8745.0,1692.0,4785.0,26191.0,5797.0,1229.0,13.0,4307.0,java
35,14778,88,594.0,8.0,219.0,116.0,2324.0,504.0,1534.0,7598.0,1618.0,425.0,22.0,1262.0,java
26,9083,66,334.0,0.0,99.0,90.0,1437.0,309.0,917.0,4768.0,1180.0,277.0,0.0,832.0,java
35,12380,80,254.0,6.0,112.0,35.0,1607.0,410.0,1492.0,8014.0,854.0,60.0,26.0,1332.0,java
28,114876,942,5676.0,119.0,1523.0,1465.0,21737.0,3763.0,10902.0,56445.0,13458.0,4623.0,17.0,8871.0,java
25,7313,86,210.0,3.0,107.0,16.0,1300.0,313.0,814.0,4318.0,507.0,68.0,7.0,691.0,java
25,25898,166,953.0,8.0,304.0,396.0,4419.0,838.0,2674.0,12616.0,2906.0,1810.0,8.0,2312.0,java
29,7791,94,398.0,3.0,94.0,46.0,1586.0,289.0,858.0,4132.0,514.0,170.0,6.0,748.0,java
13,7133,64,250.0,3.0,92.0,20.0,1303.0,282.0,871.0,3921.0,631.0,81.0,4.0,764.0,java
26,13434,116,486.0,6.0,188.0,64.0,2674.0,499.0,1279.0,7006.0,1669.0,173.0,2.0,1050.0,java
17,9442,44,282.0,0.0,116.0,127.0,1685.0,293.0,1007.0,4699.0,1234.0,412.0,1.0,842.0,java
19,42269,210,1824.0,15.0,505.0,341.0,7855.0,1203.0,3738.0,20721.0,6497.0,585.0,6.0,3710.0,java
19,6519,34,184.0,3.0,76.0,30.0,1098.0,229.0,697.0,3837.0,542.0,63.0,0.0,652.0,java
13,14215,62,670.0,48.0,198.0,96.0,2460.0,417.0,1223.0,7663.0,1614.0,422.0,9.0,973.0,java
25,4089,54,74.0,12.0,28.0,20.0,680.0,136.0,525.0,2137.0,284.0,115.0,1.0,684.0,java
17,29361,208,1176.0,7.0,343.0,212.0,4274.0,818.0,2463.0,13887.0,3576.0,335.0,0.0,5343.0,java
18,2424,12,24.0,0.0,11.0,7.0,432.0,93.0,332.0,1332.0,236.0,23.0,0.0,347.0,java
25,2336,10,30.0,3.0,16.0,8.0,273.0,86.0,303.0,1439.0,198.0,41.0,0.0,318.0,java
22,1682,4,10.0,3.0,10.0,9.0,144.0,54.0,210.0,1058.0,190.0,41.0,0.0,213.0,java
19,43906,440,1999.0,10.0,698.0,281.0,8699.0,1588.0,4126.0,22564.0,5044.0,993.0,32.0,3146.0,java
20,3408,20,70.0,3.0,30.0,18.0,647.0,129.0,424.0,1719.0,427.0,60.0,1.0,413.0,java
18,5407,40,194.0,3.0,71.0,27.0,1092.0,222.0,605.0,2841.0,539.0,78.0,1.0,521.0,java
21,9519,88,298.0,4.0,114.0,45.0,1749.0,360.0,1093.0,4905.0,1226.0,113.0,1.0,976.0,java
11,5059,22,31.0,11.0,104.0,42.0,544.0,110.0,546.0,2971.0,118.0,107.0,322.0,677.0,java
14,20490,273,236.0,25.0,193.0,296.0,1601.0,482.0,2091.0,11566.0,531.0,192.0,1025.0,4070.0,java
14,20455,258,223.0,30.0,192.0,290.0,1569.0,481.0,2068.0,11546.0,547.0,173.0,1049.0,4097.0,java
17,4374,0,22.0,6.0,101.0,109.0,476.0,74.0,401.0,2613.0,272.0,44.0,204.0,454.0,java
14,16488,0,78.0,67.0,218.0,86.0,1342.0,387.0,1939.0,9819.0,378.0,312.0,806.0,2995.0,java
10,533,0,2.0,1.0,0.0,0.0,76.0,25.0,49.0,273.0,46.0,16.0,70.0,25.0,java
10,5037,0,8.0,37.0,131.0,21.0,491.0,121.0,500.0,3142.0,232.0,137.0,338.0,380.0,java
10,3247,0,24.0,18.0,47.0,22.0,444.0,29.0,203.0,1923.0,92.0,132.0,344.0,174.0,java
10,2740,0,12.0,15.0,33.0,11.0,399.0,72.0,230.0,1640.0,77.0,80.0,244.0,159.0,java
11,9718,26,43.0,13.0,88.0,61.0,808.0,238.0,1003.0,5403.0,188.0,97.0,609.0,2144.0,java
10,8839,0,49.0,50.0,88.0,53.0,779.0,116.0,919.0,5737.0,230.0,100.0,672.0,966.0,java
10,23173,0,107.0,335.0,451.0,91.0,2349.0,289.0,2093.0,15138.0,449.0,420.0,1638.0,1907.0,java
13,17105,2,131.0,257.0,520.0,90.0,1805.0,161.0,1477.0,10929.0,449.0,453.0,1016.0,1293.0,java
14,3053,18,61.0,17.0,27.0,5.0,498.0,94.0,367.0,1687.0,136.0,10.0,32.0,469.0,java
19,5674,0,26.0,12.0,112.0,111.0,463.0,108.0,605.0,3537.0,333.0,46.0,244.0,684.0,java
13,9197,0,63.0,89.0,127.0,43.0,893.0,96.0,971.0,6110.0,228.0,172.0,482.0,895.0,java
