length,kbytes,curlybrackets,roundbrackets,colon,semicolon,comma,other,lines,words,lower,upper,digit,relat,space,ext
35,20216,46,408.0,300.0,0.0,983.0,3453.0,456.0,1828.0,8921.0,222.0,952.0,20.0,4911.0,ipynb
35,49427,48,479.0,1806.0,283.0,4084.0,7080.0,792.0,4757.0,17320.0,251.0,8132.0,42.0,9902.0,ipynb
41,5586535,192,333.0,262.0,157.0,120199.0,839025.0,120095.0,325086.0,616644.0,72018.0,778486.0,347884.0,2811335.0,ipynb
38,9134,112,206.0,170.0,0.0,304.0,1583.0,341.0,824.0,4372.0,236.0,424.0,0.0,1727.0,ipynb
34,299224,204,80.0,226.0,4.0,479.0,13452.0,704.0,1496.0,117832.0,113009.0,47742.0,552.0,5644.0,ipynb
25,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
26,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
15,78090,72,128.0,222.0,4.0,1052.0,7795.0,1033.0,3629.0,24617.0,14931.0,14546.0,1697.0,13026.0,ipynb
24,198543,86,96.0,1228.0,4.0,1926.0,15460.0,1969.0,15610.0,55212.0,11801.0,77718.0,1775.0,33237.0,ipynb
23,995408,156,94.0,189.0,20.0,2655.0,46328.0,2777.0,7567.0,355646.0,385145.0,153953.0,7496.0,43726.0,ipynb
14,206957,110,154.0,209.0,12.0,1099.0,11199.0,1131.0,3283.0,68639.0,79512.0,31011.0,1922.0,13090.0,ipynb
22,24764,56,74.0,114.0,4.0,652.0,3852.0,655.0,1971.0,5832.0,691.0,3895.0,1238.0,8356.0,ipynb
24,893925,184,188.0,239.0,16.0,1699.0,41016.0,1804.0,5139.0,330231.0,349112.0,144046.0,3944.0,23250.0,ipynb
41,194243,84,108.0,1223.0,4.0,1785.0,14945.0,1812.0,15126.0,54692.0,12193.0,78747.0,1239.0,29223.0,ipynb
27,24764,56,74.0,114.0,4.0,652.0,3852.0,655.0,1971.0,5832.0,691.0,3895.0,1238.0,8356.0,ipynb
36,393751,140,143.0,218.0,24.0,2026.0,22917.0,2099.0,5739.0,136879.0,135179.0,58652.0,5128.0,32445.0,ipynb
34,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
25,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
17,2305,40,12.0,51.0,0.0,67.0,414.0,104.0,248.0,1141.0,53.0,16.0,0.0,511.0,ipynb
15,6946,82,94.0,116.0,9.0,259.0,1229.0,251.0,610.0,3308.0,144.0,265.0,8.0,1432.0,ipynb
17,2305,40,12.0,51.0,0.0,67.0,414.0,104.0,248.0,1141.0,53.0,16.0,0.0,511.0,ipynb
11,61637,466,716.0,612.0,710.0,1304.0,11745.0,1447.0,4427.0,25624.0,827.0,9900.0,53.0,9680.0,ipynb
17,12535,10,226.0,81.0,0.0,131.0,1875.0,291.0,1218.0,5333.0,873.0,183.0,9.0,3814.0,ipynb
26,6946,82,94.0,116.0,9.0,259.0,1229.0,251.0,610.0,3308.0,144.0,265.0,8.0,1432.0,ipynb
13,17314,58,186.0,116.0,277.0,199.0,3216.0,206.0,662.0,7532.0,125.0,3848.0,33.0,1724.0,ipynb
13,22241,74,322.0,147.0,328.0,309.0,4106.0,307.0,939.0,9770.0,212.0,4508.0,20.0,2445.0,ipynb
24,17314,58,186.0,116.0,277.0,199.0,3216.0,206.0,662.0,7532.0,125.0,3848.0,33.0,1724.0,ipynb
24,15492,70,280.0,133.0,163.0,281.0,2856.0,291.0,805.0,7261.0,156.0,2264.0,11.0,2017.0,ipynb
22,256703,292,136.0,514.0,53.0,925.0,12378.0,686.0,2979.0,99799.0,98650.0,36872.0,7.0,7077.0,ipynb
24,26016,176,176.0,255.0,324.0,395.0,4406.0,483.0,1616.0,10915.0,288.0,4965.0,18.0,4098.0,ipynb
22,61637,466,716.0,612.0,710.0,1304.0,11745.0,1447.0,4427.0,25624.0,827.0,9900.0,53.0,9680.0,ipynb
25,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
9,50935,1134,0.0,2835.0,0.0,2268.0,11151.0,567.0,675.0,22050.0,3690.0,7699.0,0.0,108.0,ipynb
15,10004,150,82.0,203.0,0.0,292.0,1747.0,347.0,1149.0,4873.0,207.0,283.0,0.0,2167.0,ipynb
18,186332,2994,78.0,4792.0,0.0,8207.0,34095.0,4091.0,13821.0,41326.0,6855.0,15987.0,2.0,71996.0,ipynb
26,9460,144,78.0,186.0,0.0,282.0,1653.0,327.0,1102.0,4638.0,204.0,215.0,0.0,2060.0,ipynb
29,61096,1834,72.0,1915.0,0.0,2492.0,11895.0,1209.0,5101.0,16010.0,3132.0,8218.0,2.0,15526.0,ipynb
31,48135,1756,86.0,1690.0,0.0,1745.0,11767.0,1152.0,4358.0,16183.0,3493.0,1640.0,1.0,9774.0,ipynb
15,73314,1952,84.0,2193.0,0.0,3069.0,14155.0,1536.0,6018.0,18606.0,3423.0,8773.0,0.0,21059.0,ipynb
26,62240,1842,82.0,1925.0,0.0,2553.0,12142.0,1269.0,5216.0,16242.0,3141.0,8216.0,0.0,16097.0,ipynb
15,23239,578,102.0,664.0,8.0,744.0,4602.0,608.0,2255.0,9090.0,630.0,2255.0,4.0,4562.0,ipynb
15,73947,1942,84.0,2181.0,0.0,3087.0,14185.0,1563.0,6104.0,18738.0,3510.0,8790.0,0.0,21430.0,ipynb
26,67601,2182,92.0,2150.0,0.0,2699.0,13109.0,1389.0,5674.0,18025.0,3245.0,8432.0,0.0,17667.0,ipynb
37,67601,2182,92.0,2150.0,0.0,2699.0,13109.0,1389.0,5674.0,18025.0,3245.0,8432.0,0.0,17667.0,ipynb
18,73315,1972,82.0,2216.0,0.0,3014.0,14029.0,1498.0,5964.0,19073.0,3514.0,8784.0,0.0,20631.0,ipynb
29,62201,1862,78.0,1947.0,0.0,2497.0,12011.0,1230.0,5157.0,16689.0,3232.0,8227.0,0.0,15658.0,ipynb
15,74176,2426,86.0,2413.0,0.0,3012.0,14461.0,1476.0,6206.0,19951.0,3604.0,8901.0,2.0,19320.0,ipynb
25,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
15,66008,1848,86.0,1955.0,0.0,2690.0,12718.0,1348.0,5447.0,17542.0,3257.0,8382.0,0.0,17530.0,ipynb
26,66008,1848,86.0,1955.0,0.0,2690.0,12718.0,1348.0,5447.0,17542.0,3257.0,8382.0,0.0,17530.0,ipynb
15,58834,1872,82.0,1801.0,0.0,2330.0,11278.0,1167.0,4850.0,15390.0,2875.0,7755.0,0.0,15451.0,ipynb
26,58834,1872,82.0,1801.0,0.0,2330.0,11278.0,1167.0,4850.0,15390.0,2875.0,7755.0,0.0,15451.0,ipynb
15,61426,1808,82.0,1897.0,0.0,2519.0,11931.0,1243.0,5160.0,16043.0,3136.0,8200.0,0.0,15810.0,ipynb
26,61426,1808,82.0,1897.0,0.0,2519.0,11931.0,1243.0,5160.0,16043.0,3136.0,8200.0,0.0,15810.0,ipynb
15,62475,2012,86.0,2025.0,0.0,2486.0,12076.0,1223.0,5243.0,16658.0,3240.0,8346.0,0.0,15546.0,ipynb
26,62475,2012,86.0,2025.0,0.0,2486.0,12076.0,1223.0,5243.0,16658.0,3240.0,8346.0,0.0,15546.0,ipynb
41,61505,1842,84.0,1938.0,0.0,2478.0,11902.0,1207.0,5161.0,16395.0,3169.0,8298.0,0.0,15399.0,ipynb
15,65130,1844,84.0,1939.0,0.0,2659.0,12472.0,1328.0,5396.0,17086.0,3333.0,8291.0,0.0,17422.0,ipynb
26,101785,2953,97.0,3504.0,0.0,4071.0,20519.0,1744.0,8418.0,28462.0,6040.0,13908.0,0.0,22231.0,ipynb
8,7785,74,38.0,95.0,6.0,182.0,983.0,223.0,1057.0,4618.0,148.0,44.0,0.0,1597.0,ipynb
11,10395,80,83.0,115.0,6.0,278.0,1470.0,308.0,1294.0,5469.0,166.0,167.0,5.0,2556.0,ipynb
12,19488,34,36.0,1082.0,0.0,436.0,2579.0,456.0,3011.0,6203.0,824.0,2114.0,1.0,6179.0,ipynb
19,7620,68,38.0,90.0,6.0,179.0,952.0,212.0,1041.0,4561.0,147.0,42.0,0.0,1537.0,ipynb
22,31465,76,196.0,149.0,574.0,344.0,5201.0,323.0,1734.0,13026.0,369.0,7518.0,31.0,3981.0,ipynb
23,9296,36,44.0,364.0,44.0,202.0,1485.0,220.0,1111.0,3203.0,304.0,1156.0,6.0,2452.0,ipynb
19,22985,44,32.0,67.0,0.0,104.0,1293.0,135.0,418.0,9723.0,7705.0,3153.0,8.0,856.0,ipynb
16,2267,0,32.0,17.0,0.0,18.0,285.0,68.0,272.0,1365.0,69.0,101.0,6.0,374.0,ipynb
21,8489,82,68.0,129.0,0.0,204.0,1177.0,189.0,710.0,3809.0,114.0,329.0,27.0,2550.0,ipynb
26,48009,986,268.0,1116.0,23.0,1589.0,9230.0,1560.0,5205.0,20118.0,682.0,943.0,42.0,13012.0,ipynb
12,14263,38,102.0,71.0,312.0,115.0,2597.0,121.0,492.0,5286.0,149.0,4221.0,15.0,1357.0,ipynb
13,13969,32,94.0,66.0,310.0,101.0,2520.0,102.0,459.0,5183.0,144.0,4220.0,15.0,1284.0,ipynb
19,6689,76,68.0,118.0,0.0,179.0,1095.0,167.0,513.0,3191.0,103.0,237.0,27.0,1595.0,ipynb
26,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
31,5339,62,20.0,81.0,4.0,149.0,934.0,204.0,505.0,2560.0,52.0,53.0,100.0,1324.0,ipynb
32,6564,74,68.0,116.0,0.0,175.0,1077.0,164.0,505.0,3190.0,103.0,243.0,25.0,1493.0,ipynb
37,48009,986,268.0,1116.0,23.0,1589.0,9230.0,1560.0,5205.0,20118.0,682.0,943.0,42.0,13012.0,ipynb
23,15165,38,100.0,80.0,356.0,114.0,2753.0,121.0,492.0,5545.0,136.0,4663.0,15.0,1365.0,ipynb
30,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
25,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
15,18357,194,120.0,231.0,0.0,460.0,2509.0,547.0,2348.0,10400.0,340.0,429.0,2.0,3672.0,ipynb
26,18357,194,120.0,231.0,0.0,460.0,2509.0,547.0,2348.0,10400.0,340.0,429.0,2.0,3672.0,ipynb
15,18357,194,120.0,231.0,0.0,460.0,2509.0,547.0,2348.0,10400.0,340.0,429.0,2.0,3672.0,ipynb
21,360149,312,650.0,1134.0,337.0,5660.0,46079.0,5673.0,21315.0,98294.0,56299.0,79534.0,6272.0,65578.0,ipynb
23,200922,292,234.0,360.0,17.0,1881.0,15212.0,2045.0,6344.0,73111.0,53626.0,30009.0,3418.0,22762.0,ipynb
23,91586,304,400.0,391.0,399.0,1434.0,10608.0,1440.0,4649.0,36211.0,14563.0,13729.0,652.0,12895.0,ipynb
28,251053,342,400.0,786.0,155.0,3080.0,24914.0,3042.0,10333.0,82344.0,56282.0,43270.0,4075.0,35405.0,ipynb
32,360149,312,650.0,1134.0,337.0,5660.0,46079.0,5673.0,21315.0,98294.0,56299.0,79534.0,6272.0,65578.0,ipynb
29,175482,252,202.0,312.0,68.0,1019.0,10428.0,1164.0,3678.0,69523.0,54887.0,25943.0,1342.0,11506.0,ipynb
34,200922,292,234.0,360.0,17.0,1881.0,15212.0,2045.0,6344.0,73111.0,53626.0,30009.0,3418.0,22762.0,ipynb
39,367392,344,576.0,1282.0,335.0,5654.0,49010.0,5616.0,20832.0,101227.0,60333.0,77595.0,5894.0,65142.0,ipynb
26,215661,314,372.0,381.0,21.0,2353.0,17723.0,2520.0,7632.0,75809.0,52256.0,32777.0,4488.0,29167.0,ipynb
11,37049,298,331.0,394.0,243.0,784.0,5872.0,759.0,3165.0,17274.0,688.0,3756.0,19.0,7390.0,ipynb
13,28456,324,273.0,401.0,2.0,773.0,4430.0,837.0,3071.0,13719.0,656.0,547.0,10.0,7321.0,ipynb
14,4436,52,20.0,77.0,0.0,132.0,668.0,112.0,296.0,1565.0,79.0,195.0,0.0,1648.0,ipynb
19,8427,84,68.0,128.0,0.0,205.0,1169.0,191.0,698.0,3791.0,108.0,319.0,27.0,2528.0,ipynb
27,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
19,18732,186,170.0,211.0,2.0,487.0,2685.0,554.0,2259.0,10384.0,383.0,141.0,3.0,4080.0,ipynb
22,27687,302,285.0,383.0,2.0,742.0,4209.0,749.0,2949.0,13841.0,627.0,561.0,7.0,6728.0,ipynb
24,28456,324,273.0,401.0,2.0,773.0,4430.0,837.0,3071.0,13719.0,656.0,547.0,10.0,7321.0,ipynb
25,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
30,8419,86,68.0,131.0,0.0,207.0,1166.0,196.0,729.0,3768.0,98.0,286.0,27.0,2582.0,ipynb
22,29097,358,305.0,458.0,2.0,734.0,4539.0,812.0,3087.0,14258.0,848.0,546.0,20.0,7029.0,ipynb
36,102582,287,496.0,437.0,557.0,4793.0,23611.0,4621.0,7643.0,28448.0,989.0,11493.0,50.0,31421.0,ipynb
34,41605,256,313.0,339.0,430.0,760.0,6696.0,754.0,3131.0,18764.0,546.0,6028.0,22.0,7451.0,ipynb
41,30129,332,289.0,425.0,2.0,851.0,4732.0,897.0,3202.0,14374.0,631.0,656.0,11.0,7826.0,ipynb
12,44912,972,432.0,1041.0,1.0,1581.0,8033.0,2225.0,5427.0,20517.0,342.0,883.0,12.0,11098.0,ipynb
8,23514,492,198.0,522.0,34.0,614.0,4457.0,1121.0,2754.0,10588.0,199.0,664.0,15.0,5731.0,ipynb
31,128129,94,90.0,135.0,0.0,208.0,5880.0,280.0,740.0,52855.0,46548.0,20418.0,20.0,1881.0,ipynb
20,3668,50,16.0,70.0,0.0,94.0,645.0,142.0,369.0,2070.0,41.0,21.0,0.0,661.0,ipynb
23,6974,68,54.0,91.0,4.0,191.0,1229.0,255.0,656.0,3329.0,58.0,61.0,102.0,1787.0,ipynb
9,225217,172,282.0,206.0,4.0,861.0,11020.0,889.0,2624.0,86525.0,83768.0,32051.0,608.0,9720.0,ipynb
35,3768,28,90.0,40.0,0.0,64.0,500.0,54.0,344.0,2225.0,47.0,42.0,0.0,732.0,ipynb
18,10621,128,92.0,161.0,0.0,253.0,1736.0,375.0,1123.0,5601.0,320.0,212.0,0.0,2118.0,ipynb
13,25578,176,168.0,250.0,324.0,383.0,4328.0,473.0,1577.0,10675.0,277.0,4961.0,16.0,4020.0,ipynb
14,3030,28,20.0,44.0,39.0,55.0,644.0,80.0,189.0,1255.0,38.0,479.0,5.0,423.0,ipynb
15,17278,58,188.0,116.0,277.0,199.0,3215.0,206.0,659.0,7496.0,127.0,3848.0,33.0,1721.0,ipynb
15,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
20,26131,28,24.0,44.0,0.0,54.0,1229.0,84.0,195.0,10729.0,9632.0,3871.0,3.0,517.0,ipynb
42,23720,36,32.0,57.0,0.0,94.0,1278.0,119.0,390.0,10078.0,7973.0,3365.0,8.0,799.0,ipynb
39,37423,102,198.0,146.0,213.0,404.0,4394.0,432.0,1590.0,14749.0,6655.0,6955.0,16.0,3591.0,ipynb
43,33780,104,140.0,137.0,3.0,379.0,3479.0,430.0,1477.0,13541.0,7673.0,5113.0,2.0,3209.0,ipynb
29,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
25,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
26,17278,58,188.0,116.0,277.0,199.0,3215.0,206.0,659.0,7496.0,127.0,3848.0,33.0,1721.0,ipynb
26,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
13,13969,32,94.0,66.0,310.0,101.0,2520.0,102.0,459.0,5183.0,144.0,4220.0,15.0,1284.0,ipynb
14,2074,30,10.0,47.0,11.0,49.0,490.0,81.0,164.0,910.0,8.0,147.0,5.0,367.0,ipynb
25,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
9,12053,68,104.0,100.0,4.0,386.0,3094.0,372.0,1036.0,3667.0,224.0,1370.0,0.0,3036.0,ipynb
19,23225,78,180.0,127.0,7.0,507.0,3265.0,535.0,1430.0,7451.0,2682.0,3108.0,648.0,5172.0,ipynb
25,73103,244,506.0,371.0,3.0,1390.0,9745.0,1085.0,3729.0,27301.0,14032.0,11043.0,9.0,8459.0,ipynb
10,11184,136,100.0,169.0,4.0,290.0,1927.0,396.0,1308.0,5705.0,392.0,134.0,2.0,2325.0,ipynb
13,24602,196,196.0,257.0,4.0,644.0,3868.0,656.0,1974.0,9893.0,3217.0,1943.0,8.0,4376.0,ipynb
15,66173,244,438.0,335.0,5.0,804.0,6780.0,933.0,2773.0,27744.0,16006.0,7998.0,11.0,5808.0,ipynb
14,67185,124,259.0,195.0,204.0,523.0,5781.0,399.0,1622.0,27619.0,18063.0,10739.0,14.0,3664.0,ipynb
24,56024,100,145.0,168.0,88.0,553.0,5117.0,628.0,1725.0,20467.0,14033.0,8401.0,709.0,6243.0,ipynb
18,471504,130,124.0,165.0,7.0,665.0,20187.0,770.0,2197.0,185996.0,180261.0,73348.0,756.0,9865.0,ipynb
14,100198,310,388.0,415.0,14.0,2235.0,14531.0,1905.0,5067.0,31372.0,15209.0,12767.0,926.0,22031.0,ipynb
9,5444,52,70.0,83.0,4.0,189.0,1108.0,204.0,564.0,2226.0,166.0,234.0,1.0,1311.0,ipynb
30,23225,78,180.0,127.0,7.0,507.0,3265.0,535.0,1430.0,7451.0,2682.0,3108.0,648.0,5172.0,ipynb
36,69609,238,444.0,327.0,3.0,1338.0,9547.0,1047.0,3277.0,24866.0,13975.0,11013.0,4.0,7854.0,ipynb
21,11184,136,100.0,169.0,4.0,290.0,1927.0,396.0,1308.0,5705.0,392.0,134.0,2.0,2325.0,ipynb
24,24602,196,196.0,257.0,4.0,644.0,3868.0,656.0,1974.0,9893.0,3217.0,1943.0,8.0,4376.0,ipynb
26,66176,244,438.0,335.0,5.0,804.0,6780.0,933.0,2773.0,27744.0,16006.0,8001.0,11.0,5808.0,ipynb
25,59234,94,205.0,141.0,4.0,504.0,4542.0,367.0,1370.0,24700.0,17978.0,8164.0,4.0,2898.0,ipynb
20,5444,52,70.0,83.0,4.0,189.0,1108.0,204.0,564.0,2226.0,166.0,234.0,1.0,1311.0,ipynb
25,121542,394,844.0,151.0,431.0,1348.0,10626.0,1185.0,4404.0,50519.0,28446.0,12833.0,31.0,15919.0,ipynb
17,123229,400,856.0,166.0,531.0,1349.0,10930.0,1191.0,4475.0,51499.0,28101.0,13340.0,40.0,16017.0,ipynb
19,2577,32,30.0,48.0,0.0,76.0,477.0,107.0,276.0,1273.0,48.0,27.0,0.0,566.0,ipynb
18,2471,32,30.0,47.0,0.0,78.0,458.0,99.0,262.0,1249.0,46.0,25.0,0.0,506.0,ipynb
26,4902,36,92.0,68.0,37.0,144.0,1012.0,136.0,382.0,1993.0,55.0,551.0,5.0,909.0,ipynb
12,11987,72,56.0,259.0,1.0,364.0,1869.0,111.0,790.0,7139.0,332.0,772.0,28.0,1095.0,ipynb
28,2577,32,30.0,48.0,0.0,76.0,477.0,107.0,276.0,1273.0,48.0,27.0,0.0,566.0,ipynb
36,123229,400,856.0,166.0,531.0,1349.0,10930.0,1191.0,4475.0,51499.0,28101.0,13340.0,40.0,16017.0,ipynb
37,2611,28,36.0,44.0,0.0,80.0,476.0,98.0,278.0,1312.0,47.0,25.0,0.0,563.0,ipynb
25,72,4,0.0,4.0,0.0,3.0,17.0,6.0,10.0,34.0,0.0,2.0,0.0,8.0,ipynb
14,2127,22,18.0,37.0,0.0,69.0,398.0,90.0,214.0,1028.0,33.0,26.0,0.0,496.0,ipynb
18,15676,148,112.0,184.0,41.0,362.0,2662.0,503.0,1469.0,7043.0,479.0,782.0,221.0,3642.0,ipynb
32,11383,132,88.0,165.0,32.0,243.0,1909.0,371.0,1189.0,5963.0,245.0,472.0,8.0,2126.0,ipynb
29,15314,144,110.0,179.0,41.0,353.0,2596.0,488.0,1429.0,6870.0,475.0,782.0,221.0,3543.0,ipynb
36,11433,128,100.0,168.0,0.0,270.0,1859.0,394.0,1237.0,5885.0,450.0,294.0,0.0,2279.0,ipynb
22,13553,132,134.0,193.0,1.0,295.0,1998.0,410.0,1591.0,7434.0,442.0,177.0,0.0,2747.0,ipynb
25,13443,148,102.0,192.0,4.0,310.0,2085.0,440.0,1411.0,6882.0,421.0,229.0,116.0,2954.0,ipynb
23,13565,128,94.0,179.0,0.0,298.0,2045.0,419.0,1559.0,7545.0,437.0,201.0,5.0,2633.0,ipynb
25,12055,140,100.0,176.0,0.0,294.0,1945.0,426.0,1356.0,6326.0,373.0,222.0,3.0,2476.0,ipynb
22,14002,130,128.0,184.0,0.0,347.0,2168.0,452.0,1579.0,7513.0,423.0,186.0,1.0,2922.0,ipynb
36,12548,138,110.0,185.0,0.0,322.0,2118.0,440.0,1336.0,6700.0,345.0,179.0,0.0,2451.0,ipynb
35,17731,132,208.0,181.0,0.0,422.0,2769.0,537.0,2054.0,9068.0,484.0,681.0,0.0,3786.0,ipynb
47,11433,128,100.0,168.0,0.0,270.0,1859.0,394.0,1237.0,5885.0,450.0,294.0,0.0,2279.0,ipynb
33,13553,132,134.0,193.0,1.0,295.0,1998.0,410.0,1591.0,7434.0,442.0,177.0,0.0,2747.0,ipynb
38,11585,132,92.0,180.0,0.0,278.0,1911.0,406.0,1306.0,6120.0,304.0,178.0,0.0,2390.0,ipynb
34,13565,128,94.0,179.0,0.0,298.0,2045.0,419.0,1559.0,7545.0,437.0,201.0,5.0,2633.0,ipynb
34,14855,148,110.0,204.0,4.0,355.0,2333.0,498.0,1563.0,6900.0,608.0,328.0,216.0,3649.0,ipynb
32,11306,144,94.0,184.0,0.0,262.0,1841.0,400.0,1218.0,6046.0,317.0,175.0,0.0,2243.0,ipynb
36,12055,140,100.0,176.0,0.0,294.0,1945.0,426.0,1356.0,6326.0,373.0,222.0,3.0,2476.0,ipynb
33,14002,130,128.0,184.0,0.0,347.0,2168.0,452.0,1579.0,7513.0,423.0,186.0,1.0,2922.0,ipynb
47,12548,138,110.0,185.0,0.0,322.0,2118.0,440.0,1336.0,6700.0,345.0,179.0,0.0,2451.0,ipynb
46,17731,132,208.0,181.0,0.0,422.0,2769.0,537.0,2054.0,9068.0,484.0,681.0,0.0,3786.0,ipynb
11,31073,222,185.0,282.0,377.0,531.0,4905.0,450.0,2209.0,14674.0,422.0,5072.0,20.0,4383.0,ipynb
14,555,14,0.0,23.0,0.0,17.0,120.0,32.0,56.0,273.0,1.0,9.0,0.0,98.0,ipynb
19,10736,104,62.0,140.0,1.0,257.0,1500.0,305.0,1399.0,6212.0,196.0,95.0,3.0,2166.0,ipynb
22,31269,222,185.0,293.0,377.0,542.0,4938.0,450.0,2229.0,14786.0,428.0,5075.0,20.0,4403.0,ipynb
8,16561,200,100.0,274.0,3.0,440.0,2484.0,448.0,1929.0,8738.0,343.0,412.0,7.0,3560.0,ipynb
27,19349,190,148.0,255.0,3.0,474.0,2717.0,500.0,2404.0,10718.0,445.0,303.0,4.0,4092.0,ipynb
32,15505,200,116.0,241.0,6.0,391.0,2337.0,418.0,1842.0,8515.0,343.0,213.0,3.0,3140.0,ipynb
19,15446,182,120.0,241.0,3.0,381.0,2280.0,423.0,1906.0,8373.0,383.0,260.0,3.0,3220.0,ipynb
25,15918,198,110.0,260.0,3.0,399.0,2413.0,444.0,1925.0,8634.0,338.0,279.0,4.0,3280.0,ipynb
26,13876,144,88.0,187.0,3.0,333.0,1971.0,395.0,1778.0,7639.0,280.0,262.0,3.0,2966.0,ipynb
38,19349,190,148.0,255.0,3.0,474.0,2717.0,500.0,2404.0,10718.0,445.0,303.0,4.0,4092.0,ipynb
43,14461,190,112.0,230.0,5.0,372.0,2199.0,391.0,1713.0,7935.0,306.0,209.0,3.0,2900.0,ipynb
32,15319,190,124.0,237.0,3.0,379.0,2260.0,421.0,1848.0,8393.0,327.0,266.0,3.0,3137.0,ipynb
19,222587,7798,118.0,7866.0,3.0,8012.0,44342.0,4334.0,17202.0,46807.0,314.0,69377.0,3.0,37947.0,ipynb
32,15121,193,117.0,233.0,32.0,372.0,2393.0,390.0,1685.0,8058.0,305.0,504.0,8.0,2906.0,ipynb
8,226835,158,122.0,205.0,3.0,11728.0,55291.0,11822.0,13225.0,19600.0,292.0,68011.0,3.0,71422.0,ipynb
19,15877,152,130.0,197.0,34.0,359.0,2447.0,441.0,1844.0,8442.0,297.0,598.0,8.0,3213.0,ipynb
19,16558,200,100.0,274.0,3.0,440.0,2484.0,448.0,1929.0,8738.0,343.0,409.0,7.0,3560.0,ipynb
15,15118,142,104.0,244.0,3.0,343.0,2183.0,416.0,1895.0,8289.0,397.0,273.0,3.0,3137.0,ipynb
26,15118,142,104.0,244.0,3.0,343.0,2183.0,416.0,1895.0,8289.0,397.0,273.0,3.0,3137.0,ipynb
8,15429,194,112.0,241.0,3.0,388.0,2311.0,423.0,1863.0,8276.0,336.0,328.0,3.0,3237.0,ipynb
8,15926,198,110.0,260.0,3.0,399.0,2413.0,444.0,1925.0,8634.0,338.0,287.0,4.0,3280.0,ipynb
8,15446,182,120.0,241.0,3.0,381.0,2280.0,423.0,1906.0,8373.0,383.0,260.0,3.0,3220.0,ipynb
8,13822,144,88.0,186.0,3.0,332.0,1966.0,394.0,1772.0,7613.0,277.0,257.0,3.0,2953.0,ipynb
26,16274,192,128.0,243.0,3.0,418.0,2458.0,461.0,1955.0,8792.0,321.0,274.0,3.0,3442.0,ipynb
8,8273,68,34.0,87.0,6.0,204.0,1033.0,221.0,1139.0,4902.0,159.0,98.0,0.0,1682.0,ipynb
11,20120,82,143.0,135.0,244.0,329.0,3236.0,344.0,1543.0,9082.0,209.0,3322.0,18.0,3320.0,ipynb
17,2305,40,12.0,51.0,0.0,67.0,414.0,104.0,248.0,1141.0,53.0,16.0,0.0,511.0,ipynb
19,15571,30,106.0,98.0,345.0,135.0,2793.0,130.0,545.0,5661.0,212.0,4623.0,14.0,1554.0,ipynb
22,2074,30,10.0,47.0,11.0,49.0,490.0,81.0,164.0,910.0,8.0,147.0,5.0,367.0,ipynb
23,7413,36,44.0,249.0,44.0,162.0,1241.0,180.0,803.0,2622.0,216.0,959.0,6.0,1834.0,ipynb
30,4393,30,40.0,70.0,43.0,99.0,853.0,120.0,319.0,1697.0,103.0,631.0,6.0,821.0,ipynb
8,12304,88,174.0,129.0,7.0,356.0,1875.0,381.0,1528.0,6356.0,213.0,160.0,3.0,2943.0,ipynb
19,12304,88,174.0,129.0,7.0,356.0,1875.0,381.0,1528.0,6356.0,213.0,160.0,3.0,2943.0,ipynb
19,35246,98,140.0,695.0,6.0,1659.0,8838.0,842.0,3931.0,12036.0,881.0,3246.0,2.0,7645.0,ipynb
8,11737,94,110.0,128.0,6.0,341.0,1810.0,368.0,1471.0,6066.0,171.0,271.0,10.0,2730.0,ipynb
19,11332,86,106.0,120.0,6.0,325.0,1723.0,344.0,1434.0,5958.0,171.0,240.0,10.0,2587.0,ipynb
